"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
4.547054021E1,4.115583301E-1,-5.551074445E-2,7.115607262E-1
4.547543656E1,3.309265077E-1,8.559497446E-2,7.818081379E-1
4.548033297E1,2.771719396E-1,1.381278336E-1,8.325084448E-1
4.548522932E1,2.502946556E-1,1.100288630E-1,8.661050797E-1
4.549012573E1,2.466295809E-1,2.023431472E-2,8.825979233E-1
4.549502208E1,2.643441558E-1,-1.129303873E-1,8.838196397E-1
4.549993667E1,2.991624475E-1,-2.613662779E-1,8.771002889E-1
4.550481485E1,3.431434333E-1,-3.945309818E-1,8.648833632E-1
4.550972938E1,3.968980014E-1,-4.867689013E-1,8.465579152E-1
4.551460761E1,4.549284875E-1,-5.203655362E-1,8.251782656E-1
4.551952214E1,5.172349215E-1,-4.916556776E-1,8.007444143E-1
4.552440031E1,5.813738704E-1,-4.159106314E-1,7.732563019E-1
4.552929672E1,6.503996253E-1,-3.096232116E-1,7.512657642E-1
4.553419307E1,7.231668234E-1,-1.831778288E-1,7.335512042E-1
4.553909281E1,8.037986159E-1,-4.573718831E-2,7.152257562E-1
4.554398584E1,8.887063861E-1,8.987089992E-2,7.005654573E-1
4.554888224E1,9.791117907E-1,2.138728946E-1,6.895701885E-1
4.555377860E1,1.073182225E0,3.226037025E-1,6.816291809E-1
4.555867495E1,1.162976861E0,4.093440175E-1,6.755207181E-1
4.556357136E1,1.243608713E0,4.771480560E-1,6.712448001E-1
4.556846771E1,1.319353700E0,5.425087214E-1,6.620820761E-1
4.557336412E1,1.385936022E0,6.078693867E-1,6.455891728E-1
4.557826047E1,1.439690590E0,6.658998728E-1,6.254312396E-1
4.558315682E1,1.476952314E0,7.117134333E-1,6.095492244E-1
4.558805323E1,1.496499419E0,7.404232621E-1,6.003865004E-1
4.559294958E1,1.498332024E0,7.483642697E-1,5.930563211E-1
4.559784599E1,1.484282494E0,7.330930829E-1,5.838935971E-1
4.560274234E1,1.456794381E0,7.001073360E-1,5.692332983E-1
4.560763875E1,1.417089343E0,6.549046040E-1,5.466319323E-1
4.561253511E1,1.366999865E0,6.090910435E-1,5.246414542E-1
4.561743146E1,1.306525946E0,5.632775426E-1,5.008183718E-1
4.562232787E1,1.235056758E0,5.089121461E-1,4.678326547E-1
4.562722422E1,1.147094846E0,4.423297644E-1,4.281275868E-1
4.563212063E1,1.038363934E0,3.708606362E-1,3.768163919E-1
4.563701698E1,9.027559161E-1,2.987806797E-1,3.126774430E-1
4.564191334E1,7.427139282E-1,2.260898352E-1,2.369323820E-1
4.564680974E1,5.624375939E-1,1.497339308E-1,1.520246118E-1
4.565170610E1,3.626905680E-1,7.032378763E-2,6.276455522E-2
4.565660250E1,1.507265568E-1,-9.086352773E-3,-2.519745007E-2
4.566149886E1,-6.673506647E-2,-8.727480471E-2,-1.131594554E-1
4.566639526E1,-2.786990702E-1,-1.611873209E-1,-2.005106062E-1
4.567129162E1,-4.833329022E-1,-2.302130610E-1,-2.848075330E-1
4.567618797E1,-6.818582416E-1,-2.943520248E-1,-3.691044450E-1
4.568108438E1,-8.706100583E-1,-3.493282795E-1,-4.527905285E-1
4.568598073E1,-1.045312405E0,-3.988068998E-1,-5.364766121E-1
4.569087714E1,-1.199245930E0,-4.452312887E-1,-6.201626658E-1
4.569577349E1,-1.325080395E0,-4.867689013E-1,-7.014053464E-1
4.570066990E1,-1.416096687E0,-5.264739990E-1,-7.759287357E-1
4.570556625E1,-1.466796994E0,-5.650337338E-1,-8.382351398E-1
4.571046261E1,-1.475959659E0,-6.120689511E-1,-8.852704167E-1
4.571535901E1,-1.427702785E0,-6.872031689E-1,-9.054283500E-1
4.572025537E1,-1.313474298E0,-8.038749695E-1,-8.901571631E-1
4.572515177E1,-1.136939406E0,-9.229902029E-1,-8.302941322E-1
4.573006630E1,-9.121476412E-1,-9.907942414E-1,-7.264500856E-1
4.573494448E1,-6.708629727E-1,-9.736905098E-1,-5.853443742E-1
4.573985906E1,-4.344651103E-1,-8.380824327E-1,-4.277457893E-1
4.574473724E1,-2.157817930E-1,-5.967977643E-1,-2.634278834E-1
4.574965182E1,-3.069507517E-2,-2.974062562E-1,-1.119377613E-1
4.575453000E1,1.189625040E-1,4.963133950E-3,1.206423342E-2
4.575944453E1,2.386885732E-1,2.755684555E-1,1.073564067E-1
4.576432276E1,3.290939629E-1,4.881433249E-1,1.703500301E-1
4.576921912E1,3.901786804E-1,6.371900439E-1,1.966164559E-1
4.577411552E1,4.243861437E-1,7.324821949E-1,1.941730678E-1
4.577901188E1,4.347705245E-1,7.862367630E-1,1.715717167E-1
4.578390828E1,4.274403751E-1,8.033404946E-1,1.385096163E-1
4.578880818E1,4.066715539E-1,7.856259346E-1,1.018587798E-1
4.579370099E1,3.791834414E-1,7.434774637E-1,6.581879407E-2
4.579859740E1,3.504736125E-1,6.854469776E-1,2.855710872E-2
4.580349375E1,3.235963285E-1,6.176429391E-1,-8.093725890E-3
4.580839016E1,3.034383655E-1,5.455629826E-1,-4.291202128E-2
4.581328651E1,2.942756712E-1,4.789806008E-1,-7.528692484E-2
4.581818292E1,2.954973578E-1,4.258368909E-1,-9.972081333E-2
4.582307927E1,3.077143133E-1,3.885752261E-1,-1.119377613E-1
4.582797563E1,3.260397315E-1,3.623087704E-1,-1.101052165E-1
4.583287203E1,3.474193811E-1,3.397074342E-1,-9.666658193E-2
4.583776839E1,3.687990308E-1,3.158843815E-1,-7.528692484E-2
4.584266479E1,3.852919042E-1,2.877854109E-1,-5.024218559E-2
4.584756115E1,3.968980014E-1,2.572430372E-1,-2.153236605E-2
4.585245750E1,4.005630910E-1,2.230356038E-1,7.177455351E-3
4.585735391E1,3.956763148E-1,1.839413792E-1,3.222219273E-2
4.586225026E1,3.816268146E-1,1.417929232E-1,5.543438718E-2
4.586714667E1,3.614688516E-1,1.002553031E-1,7.559234649E-2
4.587204302E1,3.345915973E-1,5.688514933E-2,9.452861547E-2
4.587693943E1,3.046600819E-1,1.595838554E-2,1.134648770E-1
4.588183578E1,2.698417902E-1,-2.313583903E-2,1.299577504E-1
4.588673214E1,2.331909388E-1,-5.795413256E-2,1.433963925E-1
4.589162854E1,1.959292591E-1,-8.910734206E-2,1.483595222E-1
4.589652490E1,1.574458778E-1,-1.165954694E-1,1.458397806E-1
4.590142130E1,1.159082651E-1,-1.416402012E-1,1.385096163E-1
4.590631766E1,7.742489129E-2,-1.672957987E-1,1.238492802E-1
4.591121406E1,4.016320780E-2,-1.960056126E-1,1.018587798E-1
4.591611042E1,7.177455351E-3,-2.277696729E-1,7.559234649E-2
4.592100682E1,-2.275406010E-2,-2.625879645E-1,4.810422286E-2
4.592590318E1,-4.718795046E-2,-2.986279428E-1,1.756185852E-2
4.593079953E1,-6.551336497E-2,-3.310028613E-1,-1.359135192E-2
4.593569594E1,-7.467607409E-2,-3.560476005E-1,-4.291202128E-2
4.594059229E1,-7.589777559E-2,-3.737621605E-1,-6.917845458E-2
4.594548865E1,-6.917845458E-2,-3.823140264E-1,-8.994726092E-2
4.595040328E1,-5.512896553E-2,-3.853682578E-1,-1.046075895E-1
4.595528146E1,-3.374931216E-2,-3.823140264E-1,-1.143811494E-1
4.596019599E1,-5.039489828E-3,-3.731513321E-1,-1.229330078E-1
4.596507417E1,3.100049868E-2,-3.572692871E-1,-1.278197914E-1
4.596998875E1,6.887302548E-2,-3.413872719E-1,-1.308740228E-1
4.597486693E1,1.091889441E-1,-3.224509954E-1,-1.327065676E-1
4.597976334E1,1.495048702E-1,-3.059581220E-1,-1.327065676E-1
4.598465969E1,1.849340051E-1,-2.876327038E-1,-1.333174109E-1
4.598957453E1,2.124221325E-1,-2.668638825E-1,-1.363716573E-1
4.599445245E1,2.295258641E-1,-2.399866134E-1,-1.400367320E-1
4.599934880E1,2.362451702E-1,-2.100550979E-1,-1.430909634E-1
4.600424521E1,2.331909388E-1,-1.831778288E-1,-1.449235082E-1
4.600914156E1,2.191414535E-1,-1.617981642E-1,-1.479777545E-1
4.601403797E1,1.965401024E-1,-1.489703804E-1,-1.491994411E-1
4.601897328E1,1.666085869E-1,-1.465269923E-1,-1.498102844E-1
4.602383073E1,1.287360638E-1,-1.489703804E-1,-1.565296054E-1
4.602872708E1,8.719844371E-2,-1.563005447E-1,-1.669140160E-1
4.603362344E1,4.627167806E-2,-1.630198658E-1,-1.834068894E-1
4.603852375E1,5.955760833E-3,-1.685174853E-1,-1.992889196E-1
4.604341620E1,-3.008422814E-2,-1.685174853E-1,-2.151709497E-1
4.604831261E1,-6.245913357E-2,-1.672957987E-1,-2.292204350E-1
4.605320896E1,-8.933641016E-2,-1.709608734E-1,-2.383831441E-1
4.605810531E1,-1.137702987E-1,-1.789018959E-1,-2.414373755E-1
4.606300172E1,-1.333174109E-1,-1.892862916E-1,-2.414373755E-1
4.606789807E1,-1.467560530E-1,-1.978381574E-1,-2.371614426E-1
4.607279448E1,-1.534753740E-1,-2.063900232E-1,-2.298312783E-1
4.607769084E1,-1.546970755E-1,-2.137201875E-1,-2.206685692E-1
4.608258724E1,-1.498102844E-1,-2.124984860E-1,-2.066190839E-1
4.608748360E1,-1.412584335E-1,-2.045574784E-1,-1.864611208E-1
4.609237995E1,-1.296523362E-1,-1.929513812E-1,-1.608055383E-1
4.609727636E1,-1.143811494E-1,-1.727934182E-1,-1.327065676E-1
4.610217271E1,-9.849911928E-2,-1.495812237E-1,-1.009425074E-1
4.610706912E1,-8.200624585E-2,-1.263690293E-1,-6.551336497E-2
4.611196547E1,-6.245913357E-2,-9.704835713E-2,-3.008422814E-2
4.611686188E1,-4.046862945E-2,-6.956022978E-2,4.734066315E-3
4.612175823E1,-1.542389300E-2,-4.023956135E-2,3.649812192E-2
4.612665459E1,1.267508045E-2,-6.032116711E-3,6.215370819E-2
4.613155099E1,3.894151375E-2,3.184041381E-2,8.353336155E-2
4.613644734E1,6.093201414E-2,6.849125028E-2,1.012479365E-1
4.614134375E1,7.925742865E-2,1.063637808E-1,1.171299592E-1
4.614624011E1,9.208522737E-2,1.411820799E-1,1.269035190E-1
4.615113651E1,1.024696305E-1,1.717244387E-1,1.305686086E-1
4.615603287E1,1.110214889E-1,1.973800212E-1,1.330119967E-1
4.616094745E1,1.165191159E-1,2.175379843E-1,1.330119967E-1
4.616582563E1,1.220167428E-1,2.340308577E-1,1.287360638E-1
4.617074016E1,1.275143623E-1,2.493020445E-1,1.201841980E-1
4.617561839E1,1.317902952E-1,2.670166194E-1,1.116323397E-1
4.618051474E1,1.372879148E-1,2.871745825E-1,1.000262350E-1
4.618541115E1,1.409530044E-1,3.122192919E-1,9.025268257E-2
4.619030750E1,1.421747059E-1,3.384857476E-1,8.047912270E-2
4.619520386E1,1.385096163E-1,3.647521734E-1,6.948387623E-2
4.620011844E1,1.317902952E-1,3.885752261E-1,5.665608495E-2
4.620499662E1,1.238492802E-1,4.081223309E-1,4.077405483E-2
4.620991120E1,1.177408099E-1,4.233935177E-1,2.733541466E-2
4.621478938E1,1.177408099E-1,4.356104434E-1,1.572931744E-2
4.621970396E1,1.189625040E-1,4.411080778E-1,9.009997360E-3
4.622458214E1,1.232384369E-1,4.398863912E-1,8.399149403E-3
4.622949672E1,1.275143623E-1,4.386646748E-1,1.450762246E-2
4.623437490E1,1.317902952E-1,4.411080778E-1,2.183778957E-2
4.623927448E1,1.354553849E-1,4.472165406E-1,3.100049868E-2
4.624416766E1,1.354553849E-1,4.514924884E-1,3.894151375E-2
4.624906729E1,1.348445266E-1,4.557684064E-1,4.749337584E-2
4.625396042E1,1.336228400E-1,4.594334960E-1,5.421269313E-2
4.625885677E1,1.281252056E-1,4.582118094E-1,6.032116711E-2
4.626375318E1,1.165191159E-1,4.545467198E-1,6.520794332E-2
4.626864953E1,1.024696305E-1,4.490490854E-1,6.398624927E-2
4.627354589E1,9.025268257E-2,4.472165406E-1,5.726693198E-2
4.627844229E1,7.986827940E-2,4.356104434E-1,4.688252881E-2
4.628333865E1,6.948387623E-2,3.977379203E-1,3.344388679E-2
4.628823505E1,6.765133142E-2,3.482593000E-1,2.733541466E-2
4.629313141E1,7.131642103E-2,2.896179557E-1,2.244863659E-2
4.629802776E1,7.742489129E-2,2.358634025E-1,1.939439960E-2
4.630292417E1,8.597674966E-2,1.918824017E-1,1.328592747E-2
4.630782052E1,9.575030953E-2,1.552315652E-1,5.955760833E-3
4.631271693E1,1.036913246E-1,1.198024154E-1,-7.635590737E-4
4.631761328E1,1.055238619E-1,8.254073560E-2,-8.093725890E-3
4.632250969E1,1.036913246E-1,4.772244394E-2,-1.298050396E-2
4.632740604E1,1.000262350E-1,1.656923257E-2,-1.786728203E-2
4.633230245E1,9.147437662E-2,-9.086352773E-3,-2.336490713E-2
4.633719880E1,7.864658535E-2,-2.802261710E-2,-2.458660305E-2
4.634209521E1,6.337540597E-2,-3.779617324E-2,-2.336490713E-2
4.634699156E1,4.749337584E-2,-4.085041210E-2,-1.969982497E-2
4.635188792E1,2.916795574E-2,-3.901786730E-2,-1.114796288E-2
4.635678432E1,1.206423342E-2,-3.290939704E-2,-7.635590737E-4
4.636168068E1,-1.527118147E-4,-2.374668792E-2,1.084253844E-2
4.636657708E1,-1.374406274E-3,-1.214058883E-2,1.939439960E-2
4.637147344E1,1.939439960E-2,9.239064530E-3,2.305948362E-2
4.637636985E1,4.932591692E-2,1.962346770E-2,1.695101149E-2
4.638126620E1,7.437065244E-2,1.901262067E-2,9.009997360E-3
4.638616255E1,1.018587798E-1,1.901262067E-2,-6.872031838E-3
4.639107714E1,1.317902952E-1,1.229330152E-2,-5.818320066E-2
4.639595531E1,1.568350345E-1,9.239064530E-3,-7.956285775E-2
4.640085172E1,1.714953631E-1,4.963133950E-3,-7.345438004E-2
4.640574807E1,1.757712960E-1,-9.697199799E-3,-6.673506647E-2
4.641064448E1,1.751604527E-1,-2.130329795E-2,-6.001574174E-2
4.641554084E1,1.708845198E-1,-3.290939704E-2,-5.146388337E-2
4.642043719E1,1.678302884E-1,-4.329380020E-2,-4.046862945E-2
4.642533360E1,1.690519750E-1,-5.001311749E-2,-2.702999115E-2
4.643024813E1,1.727170646E-1,-6.100837141E-2,-1.481304597E-2
4.643512636E1,1.782146841E-1,-7.689040154E-2,-6.872031838E-3
4.644004094E1,1.818797737E-1,-9.949174523E-2,-1.985253533E-3
4.644491912E1,1.824906170E-1,-1.312558055E-1,4.581354442E-4
4.644981547E1,1.776038408E-1,-1.697391868E-1,-1.985253533E-3
4.645471188E1,1.678302884E-1,-2.131093442E-1,-9.926267900E-3
4.645962641E1,1.550024897E-1,-2.607554197E-1,-2.092151903E-2
4.646450458E1,1.311794519E-1,-3.138991296E-1,-3.313846514E-2
4.646941917E1,1.030804738E-1,-3.676536977E-1,-4.474456236E-2
4.647429735E1,6.887302548E-2,-4.183540046E-1,-5.696150661E-2
4.647919375E1,3.161134571E-2,-4.617241621E-1,-7.162184268E-2
4.648409011E1,-5.650337320E-3,-4.989858568E-1,-8.506047726E-2
4.648898990E1,-3.863608837E-2,-5.270848274E-1,-9.605573118E-2
4.649388287E1,-6.551336497E-2,-5.460211039E-1,-1.070509851E-1
4.649877927E1,-8.506047726E-2,-5.625903010E-1,-1.174353883E-1
4.650367563E1,-1.003316641E-1,-5.754181147E-1,-1.253764033E-1
4.650857198E1,-1.094943732E-1,-5.827482939E-1,-1.278197914E-1
4.651346839E1,-1.162136942E-1,-5.870242119E-1,-1.272089481E-1
4.651836474E1,-1.186570823E-1,-5.870242119E-1,-1.265980899E-1
4.652326115E1,-1.180462316E-1,-5.864133835E-1,-1.272089481E-1
4.652815750E1,-1.149920002E-1,-5.858024955E-1,-1.320957243E-1
4.653305391E1,-1.082726792E-1,-5.876350403E-1,-1.375933439E-1
4.653795026E1,-9.727742523E-2,-5.906893015E-1,-1.449235082E-1
4.654284662E1,-8.200624585E-2,-5.925218463E-1,-1.510319859E-1
4.654774302E1,-6.551336497E-2,-5.955760479E-1,-1.565296054E-1
4.655263938E1,-4.779879749E-2,-5.986303091E-1,-1.589729935E-1
4.655753578E1,-3.130592033E-2,-6.029062271E-1,-1.614163816E-1
4.656243214E1,-1.847812906E-2,-6.035171151E-1,-1.608055383E-1
4.656732854E1,-7.482878864E-3,-6.016845703E-1,-1.589729935E-1
4.657222490E1,-1.527118147E-4,-5.955760479E-1,-1.528645307E-1
4.657712130E1,4.123218823E-3,-5.833591223E-1,-1.437018216E-1
4.658201766E1,9.009997360E-3,-5.632011890E-1,-1.345391124E-1
4.658691406E1,1.572931744E-2,-5.393017530E-1,-1.259872466E-1
4.659181042E1,2.367033064E-2,-5.112028122E-1,-1.162136942E-1
4.659670677E1,3.405473381E-2,-4.824929833E-1,-1.064401343E-1
4.660160318E1,4.382828996E-2,-4.580591023E-1,-9.788827598E-2
4.660649953E1,5.176930502E-2,-4.385119677E-1,-9.239064902E-2
4.661139594E1,5.604523420E-2,-4.238516390E-1,-8.933641016E-2
4.661629229E1,5.787777901E-2,-4.122455418E-1,-8.872556686E-2
4.662118870E1,5.482354015E-2,-4.012503028E-1,-9.239064902E-2
4.662608505E1,4.688252881E-2,-3.939201236E-1,-9.972081333E-2
4.663098141E1,3.405473381E-2,-3.865899444E-1,-1.119377613E-1
4.663587781E1,1.939439960E-2,-3.774272501E-1,-1.272089481E-1
4.664077417E1,2.901524538E-3,-3.700970709E-1,-1.479777545E-1
4.664567057E1,-1.298050396E-2,-3.670428395E-1,-1.669140160E-1
4.665058511E1,-2.519745007E-2,-3.688753843E-1,-1.846285909E-1
4.665546334E1,-3.741439432E-2,-3.768163919E-1,-1.931804419E-1
4.666035969E1,-4.963133857E-2,-3.902550340E-1,-1.950129867E-1
4.666525610E1,-6.368082762E-2,-4.030828476E-1,-1.925695986E-1
4.667017063E1,-7.956285775E-2,-4.146889448E-1,-1.876828223E-1
4.667504886E1,-9.544488788E-2,-4.226299524E-1,-1.821851879E-1
4.667996344E1,-1.137702987E-1,-4.281275868E-1,-1.791309565E-1
4.668484156E1,-1.327065676E-1,-4.360685945E-1,-1.742441803E-1
4.668973797E1,-1.504211426E-1,-4.415661991E-1,-1.742441803E-1
4.669463432E1,-1.663031727E-1,-4.433987439E-1,-1.791309565E-1
4.669953073E1,-1.772984117E-1,-4.458421469E-1,-1.889045089E-1
4.670442709E1,-1.870719790E-1,-4.513397813E-1,-2.053973973E-1
4.670934162E1,-1.962346882E-1,-4.568373859E-1,-2.298312783E-1
4.671421984E1,-2.053973973E-1,-4.641675651E-1,-2.634278834E-1
4.671911620E1,-2.145601064E-1,-4.690543413E-1,-3.013004065E-1
4.672401261E1,-2.249445021E-1,-4.727194309E-1,-3.373403847E-1
4.672900360E1,-2.322746664E-1,-4.800495803E-1,-3.758237660E-1
4.673400130E1,-2.475458533E-1,-5.142570138E-1,-4.472928941E-1
4.673899224E1,-2.585411072E-1,-5.319716334E-1,-4.741701782E-1
4.674398651E1,-2.695363462E-1,-5.460211039E-1,-4.924955964E-1
4.674898084E1,-2.811424434E-1,-5.540384650E-1,-5.016583204E-1
4.675397511E1,-2.909159958E-1,-5.577035546E-1,-5.022691488E-1
4.675896943E1,-2.951919436E-1,-5.583143830E-1,-4.961606860E-1
4.676396370E1,-2.951919436E-1,-5.540384650E-1,-4.845545888E-1
4.676895797E1,-2.872509360E-1,-5.490753055E-1,-4.668400288E-1
4.677395229E1,-2.725905776E-1,-5.423560143E-1,-4.424061179E-1
4.677894656E1,-2.518217862E-1,-5.301390886E-1,-4.143071473E-1
4.678394089E1,-2.273878902E-1,-5.136461854E-1,-3.813214004E-1
4.678893516E1,-2.005106062E-1,-4.849363565E-1,-3.440597057E-1
4.679392948E1,-1.736333370E-1,-4.495072365E-1,-3.055763543E-1
4.679892375E1,-1.461452097E-1,-4.067479074E-1,-2.628170252E-1
4.680391807E1,-1.156028435E-1,-3.591018319E-1,-2.194468826E-1
4.680891234E1,-8.200624585E-2,-3.102340400E-1,-1.742441803E-1
4.681390667E1,-4.474456236E-2,-2.650313675E-1,-1.327065676E-1
4.681890094E1,-4.428642802E-3,-2.253262848E-1,-9.605573118E-2
4.682389521E1,3.710897267E-2,-1.953947693E-1,-6.429167092E-2
4.682888953E1,7.925742865E-2,-1.746259630E-1,-3.924693540E-2
4.683388380E1,1.207950488E-1,-1.624090075E-1,-1.725643501E-2
4.683887813E1,1.629435122E-1,-1.605764776E-1,-7.635590737E-4
4.684387240E1,2.014268786E-1,-1.691283286E-1,1.023169141E-2
4.684886672E1,2.380777150E-1,-1.898971349E-1,1.939439960E-2
4.685386099E1,2.692309320E-1,-2.192178071E-1,2.367033064E-2
4.685885526E1,2.936648130E-1,-2.546469569E-1,2.611372061E-2
4.686384959E1,3.107685447E-1,-2.937411666E-1,2.489202656E-2
4.686884386E1,3.193204105E-1,-3.371113241E-1,2.244863659E-2
4.687383818E1,3.242071867E-1,-3.841465712E-1,1.878355257E-2
4.687883245E1,3.260397315E-1,-4.342360497E-1,1.817270555E-2
4.688382677E1,3.223746419E-1,-4.898231328E-1,1.450762246E-2
4.688882104E1,3.144336343E-1,-5.454102755E-1,1.328592747E-2
4.689381537E1,3.052709103E-1,-5.974085927E-1,1.450762246E-2
4.689880964E1,2.997733057E-1,-6.438329816E-1,7.177455351E-3
4.690380396E1,2.991624475E-1,-6.853706241E-1,-1.053711493E-2
4.690879823E1,3.046600819E-1,-7.250757217E-1,-3.863608837E-2
4.691379250E1,3.156553209E-1,-7.733326554E-1,-9.483403713E-2
4.691880537E1,3.229855001E-1,-8.380824327E-1,-1.443126649E-1
4.692378110E1,3.144336343E-1,-8.973346353E-1,-1.815743446E-1
4.692879396E1,2.918322682E-1,-9.236010313E-1,-1.968455315E-1
4.693376969E1,2.496838123E-1,-9.345963001E-1,-1.980672181E-1
4.693876401E1,1.983726472E-1,-9.248227477E-1,-1.931804419E-1
4.694375828E1,1.378987730E-1,-9.126058221E-1,-1.882936656E-1
4.694875261E1,7.314895838E-2,-9.040539265E-1,-1.858502775E-1
4.695374688E1,1.084253844E-2,-9.003888369E-1,-1.858502775E-1
4.695874120E1,-4.718795046E-2,-9.016105533E-1,-1.913478971E-1
4.696373547E1,-9.666658193E-2,-9.022213817E-1,-2.017323077E-1
4.696872974E1,-1.388150454E-1,-8.997780085E-1,-2.133384049E-1
4.697372406E1,-1.724116355E-1,-8.948912621E-1,-2.237228155E-1
4.697862422E1,-1.998997629E-1,-8.875610828E-1,-2.353289127E-1
4.698352063E1,-2.218902707E-1,-8.790091872E-1,-2.408265322E-1
4.698841698E1,-2.365505993E-1,-8.710681796E-1,-2.432699203E-1
4.699331339E1,-2.457133085E-1,-8.649597168E-1,-2.463241518E-1
4.699820974E1,-2.487675399E-1,-8.625163436E-1,-2.463241518E-1
4.700310615E1,-2.426590770E-1,-8.576295376E-1,-2.457133085E-1
4.700800250E1,-2.298312783E-1,-8.521319032E-1,-2.414373755E-1
4.701289891E1,-2.108950168E-1,-8.454126120E-1,-2.371614426E-1
4.701779526E1,-1.840177327E-1,-8.411366940E-1,-2.341072112E-1
4.702269167E1,-1.516428292E-1,-8.429692388E-1,-2.359397560E-1
4.702758802E1,-1.156028435E-1,-8.545753360E-1,-2.408265322E-1
4.703248438E1,-7.650861889E-2,-8.796200752E-1,-2.518217862E-1
4.703738078E1,-3.802524135E-2,-9.150491953E-1,-2.670929730E-1
4.704227714E1,-1.527118147E-4,-9.553651214E-1,-2.841966748E-1
4.704717354E1,3.588727489E-2,-9.907942414E-1,-3.019112647E-1
4.705206990E1,7.009471953E-2,-1.020725727E0,-3.196258247E-1
4.705696630E1,1.024696305E-1,-1.048824787E0,-3.342861533E-1
4.706186266E1,1.317902952E-1,-1.072036982E0,-3.477247953E-1
4.706675906E1,1.611109674E-1,-1.087308168E0,-3.574983478E-1
4.707165542E1,1.898207814E-1,-1.090973258E0,-3.654393852E-1
4.707655177E1,2.203631550E-1,-1.087918997E0,-3.709369898E-1
4.708144818E1,2.509055138E-1,-1.078756213E0,-3.733803928E-1
4.708634453E1,2.808370292E-1,-1.068371892E0,-3.746020794E-1
4.709124094E1,3.089359999E-1,-1.055544019E0,-3.727695346E-1
4.709613729E1,3.352024257E-1,-1.042105436E0,-3.697153032E-1
4.710103370E1,3.590254784E-1,-1.025612593E0,-3.648285270E-1
4.710593005E1,3.779617548E-1,-1.009730577E0,-3.587200642E-1
4.711082646E1,3.907895386E-1,-9.944593310E-1,-3.538332880E-1
4.711572281E1,3.956763148E-1,-9.834640622E-1,-3.471139669E-1
4.712061922E1,3.938437700E-1,-9.810206890E-1,-3.361186981E-1
4.712551557E1,3.877353072E-1,-9.859074950E-1,-3.226800561E-1
4.713043011E1,3.797942698E-1,-9.944593310E-1,-3.080197275E-1
4.713530834E1,3.730749488E-1,-1.006065488E0,-2.915268540E-1
4.714022287E1,3.681881726E-1,-1.017060637E0,-2.756448388E-1
4.714510110E1,3.651339412E-1,-1.030499339E0,-2.615953386E-1
4.715001563E1,3.620797098E-1,-1.045159698E0,-2.518217862E-1
4.715489386E1,3.596363366E-1,-1.057987452E0,-2.420482337E-1
4.715979021E1,3.578037918E-1,-1.068371892E0,-2.341072112E-1
4.716468662E1,3.541387022E-1,-1.075091124E0,-2.243336588E-1
4.716960115E1,3.492519259E-1,-1.076923728E0,-2.139492482E-1
4.717447938E1,3.443651497E-1,-1.075091124E0,-2.023431510E-1
4.717937573E1,3.394783735E-1,-1.073869467E0,-1.944021434E-1
4.718427214E1,3.315373361E-1,-1.079977989E0,-1.913478971E-1
4.718918693E1,3.217637837E-1,-1.094027400E0,-1.962346882E-1
4.719406484E1,3.138227761E-1,-1.105633497E0,-2.017323077E-1
4.719896125E1,3.071034551E-1,-1.120904684E0,-2.072299272E-1
4.720385761E1,3.022166789E-1,-1.146560311E0,-2.133384049E-1
4.720885219E1,3.003841341E-1,-1.164274931E0,-2.176143378E-1
4.721384662E1,3.028275371E-1,-1.200925708E0,-2.127275616E-1
4.721884089E1,3.009949923E-1,-1.216196895E0,-2.096733153E-1
4.722383521E1,2.942756712E-1,-1.228413820E0,-2.072299272E-1
4.722882948E1,2.832804024E-1,-1.236354828E0,-2.035648525E-1
4.723382406E1,2.673983872E-1,-1.246128440E0,-2.041756958E-1
4.723881865E1,2.478512824E-1,-1.255291104E0,-2.053973973E-1
4.724381297E1,2.270824611E-1,-1.268729806E0,-2.090624720E-1
4.724880724E1,2.014268786E-1,-1.296217918E0,-2.151709497E-1
4.725380156E1,1.721062213E-1,-1.335312128E0,-2.255553454E-1
4.725879584E1,1.427855492E-1,-1.375017166E0,-2.371614426E-1
4.726379011E1,1.122431830E-1,-1.415943980E0,-2.499892414E-1
4.726878443E1,8.047912270E-2,-1.458092451E0,-2.634278834E-1
4.727377870E1,4.566083103E-2,-1.504516840E0,-2.732014358E-1
4.727877302E1,5.344913341E-3,-1.555217147E0,-2.805316150E-1
4.728376729E1,-4.107947648E-2,-1.604084849E0,-2.817533016E-1
4.728876162E1,-9.116895497E-2,-1.646844268E0,-2.762556672E-1
4.729375589E1,-1.424801201E-1,-1.677997470E0,-2.664821148E-1
4.729875021E1,-1.950129867E-1,-1.691436052E0,-2.512109280E-1
4.730374448E1,-2.463241518E-1,-1.689603567E0,-2.322746664E-1
4.730873875E1,-2.964136302E-1,-1.673721433E0,-2.090624720E-1
4.731373307E1,-3.477247953E-1,-1.647455096E0,-1.870719790E-1
4.731872740E1,-3.959817290E-1,-1.616912723E0,-1.626380831E-1
4.732372167E1,-4.430169761E-1,-1.579040170E0,-1.418692768E-1
4.732871599E1,-4.912739098E-1,-1.538724303E0,-1.223221645E-1
4.733371026E1,-5.395308137E-1,-1.499629974E0,-1.039967462E-1
4.733870453E1,-5.865660906E-1,-1.463590026E0,-9.177979827E-2
