"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
4.734369886E1,-6.305471063E-1,-1.428771734E0,-8.750387281E-2
4.734869313E1,-6.714738607E-1,-1.392120957E0,-8.811471611E-2
4.735368745E1,-7.075138092E-1,-1.351804972E0,-9.972081333E-2
4.735868172E1,-7.398887277E-1,-1.312710762E0,-1.235438585E-1
4.736367604E1,-7.649334669E-1,-1.295607090E0,-1.559187621E-1
4.736868891E1,-7.808154821E-1,-1.306602240E0,-1.986780763E-1
4.737366464E1,-7.844805717E-1,-1.343253136E0,-2.469350100E-1
4.737865891E1,-7.747070193E-1,-1.393953443E0,-2.958027720E-1
4.738365323E1,-7.539382577E-1,-1.451983929E0,-3.440597057E-1
4.738866604E1,-7.221741676E-1,-1.501462579E0,-3.892624080E-1
4.739364182E1,-6.794148684E-1,-1.546054363E0,-4.320217371E-1
4.739863610E1,-6.262711287E-1,-1.585148692E0,-4.705050886E-1
4.740363037E1,-5.615213513E-1,-1.601641536E0,-5.034908652E-1
4.740864323E1,-4.839437306E-1,-1.602252364E0,-5.322006941E-1
4.741361896E1,-3.978142738E-1,-1.587592006E0,-5.572454333E-1
4.741861328E1,-3.031329513E-1,-1.552162886E0,-5.767925382E-1
4.742360755E1,-2.053973973E-1,-1.507570982E0,-5.902311802E-1
4.742860188E1,-1.058292910E-1,-1.472141862E0,-5.987830162E-1
4.743359615E1,-1.053711493E-2,-1.436101913E0,-6.006155610E-1
4.743859412E1,7.192726433E-2,-1.399451017E0,-5.908420086E-1
4.744358469E1,1.354553849E-1,-1.387234092E0,-5.725166202E-1
4.744857901E1,1.831014603E-1,-1.380514860E0,-5.517477989E-1
4.745357292E1,2.136438340E-1,-1.375627995E0,-5.273138881E-1
4.745846932E1,2.283041626E-1,-1.373795509E0,-5.016583204E-1
4.746336568E1,2.295258641E-1,-1.359745979E0,-4.784461260E-1
4.746826203E1,2.191414535E-1,-1.331036210E0,-4.564556181E-1
4.747315844E1,2.014268786E-1,-1.287665963E0,-4.387410581E-1
4.747805484E1,1.769929975E-1,-1.230246425E0,-4.240806997E-1
4.748295120E1,1.476723254E-1,-1.158777237E0,-4.149180055E-1
4.748784755E1,1.159082651E-1,-1.083032131E0,-4.106420577E-1
4.749274396E1,8.597674966E-2,-1.006065488E0,-4.130854607E-1
4.749764031E1,5.848862603E-2,-9.278770089E-1,-4.167505503E-1
4.750253672E1,3.466558084E-2,-8.496885300E-1,-4.204156399E-1
4.750743307E1,1.817270555E-2,-7.769976854E-1,-4.240806997E-1
4.751232948E1,1.023169141E-2,-7.299624681E-1,-4.265241027E-1
4.751722584E1,1.511846948E-2,-7.165238261E-1,-4.320217371E-1
4.752212224E1,3.038965166E-2,-7.366818190E-1,-4.417952895E-1
4.752701860E1,5.543438718E-2,-7.788302302E-1,-4.546230733E-1
4.753191500E1,9.086353332E-2,-8.313631415E-1,-4.705050886E-1
4.753681136E1,1.299577504E-1,-8.869501948E-1,-4.894413650E-1
4.754170771E1,1.776038408E-1,-9.364288449E-1,-5.077667832E-1
4.754660412E1,2.295258641E-1,-9.749122262E-1,-5.273138881E-1
4.755150047E1,2.881672084E-1,-1.001178622E0,-5.450284481E-1
4.755639688E1,3.504736125E-1,-1.021947503E0,-5.584670901E-1
4.756129323E1,4.146125913E-1,-1.040883780E0,-5.719057322E-1
4.756618964E1,4.799732268E-1,-1.058598280E0,-5.792359114E-1
4.757108599E1,5.435013771E-1,-1.076923728E0,-5.835118294E-1
4.757598240E1,6.003101468E-1,-1.098303318E0,-5.829010010E-1
4.758087875E1,6.497887969E-1,-1.120293856E0,-5.755708218E-1
4.758577516E1,6.901046634E-1,-1.142284393E0,-5.664080977E-1
4.759068995E1,7.188908458E-1,-1.163053155E0,-5.596888065E-1
4.759556792E1,7.372162938E-1,-1.178324342E0,-5.541911721E-1
4.760046427E1,7.439355850E-1,-1.188097954E0,-5.486935377E-1
4.760536068E1,7.390488386E-1,-1.196038961E0,-5.450284481E-1
4.761025703E1,7.231668234E-1,-1.207645059E0,-5.352548957E-1
4.761515344E1,6.956022978E-1,-1.220472813E0,-5.212054253E-1
4.762004979E1,6.601731777E-1,-1.234522343E0,-5.034908652E-1
4.762494620E1,6.204680800E-1,-1.250404358E0,-4.888305068E-1
4.762986099E1,5.764871240E-1,-1.273005724E0,-4.808894992E-1
4.763473896E1,5.318952799E-1,-1.296217918E0,-4.802786708E-1
4.763965349E1,4.891359508E-1,-1.316375852E0,-4.863871336E-1
4.764453167E1,4.475983381E-1,-1.332257867E0,-4.973823726E-1
4.764942807E1,4.109475017E-1,-1.346918225E0,-5.108210444E-1
4.765432443E1,3.785725832E-1,-1.357302666E0,-5.242596865E-1
4.765922084E1,3.492519259E-1,-1.368297815E0,-5.419742465E-1
4.766411719E1,3.242071867E-1,-1.398840189E0,-5.639647245E-1
4.766901360E1,3.016058207E-1,-1.430604339E0,-5.853443742E-1
4.767390995E1,2.808370292E-1,-1.462368369E0,-6.067240238E-1
4.767880636E1,2.612899244E-1,-1.491078138E0,-6.274928451E-1
4.768370271E1,2.405211031E-1,-1.519177079E0,-6.476507783E-1
4.768860266E1,2.228065431E-1,-1.549719453E0,-6.702521443E-1
4.769349547E1,2.069245130E-1,-1.583316088E0,-6.897992492E-1
4.769839188E1,1.898207814E-1,-1.625464559E0,-7.038487792E-1
4.770328823E1,1.739387512E-1,-1.670667291E0,-7.105680704E-1
4.770818464E1,1.586675793E-1,-1.720756769E0,-7.099572420E-1
4.771308099E1,1.440072358E-1,-1.768402815E0,-7.026270628E-1
4.771797740E1,1.269035190E-1,-1.812383771E0,-6.836907864E-1
4.772287375E1,1.122431830E-1,-1.855143070E0,-6.574243903E-1
4.772777016E1,9.819369763E-2,-1.887518048E0,-6.293253899E-1
4.773266651E1,8.903098851E-2,-1.900956631E0,-5.969504714E-1
4.773756287E1,8.231166750E-2,-1.888739705E0,-5.645755529E-1
4.774245927E1,8.047912270E-2,-1.845980406E0,-5.309789777E-1
4.774735563E1,8.353336155E-2,-1.772067904E0,-4.961606860E-1
4.775225203E1,9.269607067E-2,-1.665780425E0,-4.546230733E-1
4.775714839E1,1.079672500E-1,-1.535670042E0,-4.081986845E-1
4.776204479E1,1.299577504E-1,-1.386623263E0,-3.562766612E-1
4.776694115E1,1.586675793E-1,-1.222305417E0,-2.970244884E-1
4.777183755E1,1.959292591E-1,-1.046381354E0,-2.286095917E-1
4.777673391E1,2.460187376E-1,-8.875610828E-1,-1.577513069E-1
4.778163031E1,3.101576865E-1,-7.727217674E-1,-9.116895497E-2
4.778652667E1,3.871244490E-1,-6.975875497E-1,-3.069507517E-2
4.779142307E1,4.732539058E-1,-6.505523324E-1,2.244863659E-2
4.779631943E1,5.654918551E-1,-6.145123243E-1,6.948387623E-2
4.780121584E1,6.589514613E-1,-5.729747415E-1,1.116323397E-1
4.780611219E1,7.482115626E-1,-5.179221034E-1,1.483595222E-1
4.781100860E1,8.337301612E-1,-4.525614679E-1,1.789018959E-1
4.781590495E1,9.106969237E-1,-3.835357130E-1,2.051683217E-1
4.782081953E1,9.785009623E-1,-3.157316744E-1,2.271588296E-1
4.782569771E1,1.032866359E0,-2.540360987E-1,2.448733896E-1
4.783061224E1,1.075014830E0,-1.978381574E-1,2.546469569E-1
4.783549047E1,1.102502942E0,-1.489703804E-1,2.601445615E-1
4.784038688E1,1.117774129E0,-1.074327603E-1,2.595337331E-1
4.784528323E1,1.119606614E0,-6.833853573E-2,2.583120465E-1
4.785017964E1,1.106778860E0,-3.535278514E-2,2.552577853E-1
4.785507599E1,1.082955837E0,-1.030804776E-2,2.515927255E-1
4.785999052E1,1.048137546E0,3.741439432E-3,2.460950911E-1
4.786486875E1,1.002323985E0,4.963133950E-3,2.405974567E-1
4.786978328E1,9.461260438E-1,-6.642963737E-3,2.320456058E-1
4.787466151E1,8.832087517E-1,-3.290939704E-2,2.216611952E-1
4.787955787E1,8.129613400E-1,-7.444700599E-2,2.070008665E-1
4.788445427E1,7.366054654E-1,-1.257581860E-1,1.868429035E-1
4.788936886E1,6.558972597E-1,-1.880646050E-1,1.599656194E-1
4.789424703E1,5.722111464E-1,-2.577011883E-1,1.269035190E-1
4.789914339E1,4.866925478E-1,-3.365004957E-1,9.269607067E-2
4.790403979E1,4.017847776E-1,-4.275167286E-1,6.398624927E-2
4.790893615E1,3.242071867E-1,-5.252522826E-1,4.810422286E-2
4.791383255E1,2.545706034E-1,-6.242858768E-1,4.566083103E-2
4.791872891E1,1.953184158E-1,-7.110261917E-1,4.871506989E-2
4.792362531E1,1.470614821E-1,-7.745543122E-1,5.787777901E-2
4.792852167E1,1.067455560E-1,-8.093726039E-1,7.192726433E-2
4.793341802E1,7.192726433E-2,-8.105943203E-1,8.658760041E-2
4.793841203E1,4.077405483E-2,-7.776085734E-1,9.941539168E-2
4.794321073E1,1.206423342E-2,-7.195780873E-1,1.055238619E-1
4.794810719E1,-1.664558798E-2,-6.401679516E-1,1.049130186E-1
4.795300354E1,-4.657710344E-2,-5.515187383E-1,1.012479365E-1
4.795789995E1,-7.773031294E-2,-4.629458785E-1,9.513945878E-2
4.796279630E1,-1.101052165E-1,-3.755947053E-1,9.147437662E-2
4.796769271E1,-1.455343664E-1,-2.876327038E-1,9.330692142E-2
4.797258906E1,-1.821851879E-1,-2.057791650E-1,9.758284688E-2
4.797748547E1,-2.170034945E-1,-1.349208951E-1,1.079672500E-1
4.798238182E1,-2.475458533E-1,-8.238802105E-2,1.189625040E-1
4.798727823E1,-2.701472044E-1,-5.612159148E-2,1.262926757E-1
4.799217458E1,-2.854183912E-1,-5.978667364E-2,1.311794519E-1
4.799707099E1,-2.964136302E-1,-9.155073017E-2,1.305686086E-1
4.800196735E1,-3.092414141E-1,-1.501920670E-1,1.250709742E-1
4.800686375E1,-3.275668323E-1,-2.283805162E-1,1.140757278E-1
4.801176011E1,-3.538332880E-1,-3.248943985E-1,9.513945878E-2
4.801665651E1,-3.886515796E-1,-4.305709600E-1,7.009471953E-2
4.802155287E1,-4.295783341E-1,-5.350258350E-1,3.955236077E-2
4.802644927E1,-4.760027230E-1,-6.242858768E-1,7.177455351E-3
4.803134563E1,-5.205945969E-1,-6.927008033E-1,-2.275406010E-2
4.803624203E1,-5.602996349E-1,-7.293516397E-1,-4.657710344E-2
4.804113839E1,-5.865660906E-1,-7.330167294E-1,-6.306997687E-2
4.804603479E1,-5.975613594E-1,-7.006418109E-1,-6.795676053E-2
4.805093115E1,-5.883986354E-1,-6.413896084E-1,-6.245913357E-2
4.805582755E1,-5.566345453E-1,-5.595360994E-1,-4.535540938E-2
4.806074214E1,-5.016583204E-1,-4.623350203E-1,-1.725643501E-2
4.806562031E1,-4.228590131E-1,-3.560476005E-1,1.756185852E-2
4.807051667E1,-3.251234591E-1,-2.479276359E-1,5.726693198E-2
4.807541307E1,-2.127275616E-1,-1.434727460E-1,9.697200358E-2
4.808032761E1,-9.666658193E-2,-4.512634128E-2,1.336228400E-1
4.808520584E1,1.756185852E-2,4.161396995E-2,1.593547761E-1
4.809012037E1,1.189625040E-1,1.088071689E-1,1.715717167E-1
4.809499854E1,2.014268786E-1,1.460688561E-1,1.709608734E-1
4.809989495E1,2.631224692E-1,1.515664756E-1,1.550788432E-1
4.810479130E1,2.991624475E-1,1.277434379E-1,1.293469071E-1
4.810968771E1,3.107685447E-1,7.704310864E-2,9.819369763E-2
4.811458406E1,2.961082160E-1,7.406522986E-3,6.215370819E-2
4.811948047E1,2.619007528E-1,-7.444700599E-2,2.672456764E-2
4.812437682E1,2.124221325E-1,-1.550788432E-1,-5.039489828E-3
4.812927323E1,1.562241912E-1,-2.247154415E-1,-3.069507517E-2
4.813416958E1,9.758284688E-2,-2.894652486E-1,-5.512896553E-2
4.813906943E1,4.443913698E-2,-3.523825109E-1,-8.261708915E-2
4.814396235E1,-3.817795310E-3,-3.762055635E-1,-1.070509851E-1
4.814885875E1,-4.596625641E-2,-3.609343767E-1,-1.265980899E-1
4.815375511E1,-7.895200700E-2,-3.200076222E-1,-1.369825006E-1
4.815865151E1,-9.849911928E-2,-2.833567858E-1,-1.400367320E-1
4.816354787E1,-9.910997003E-2,-2.619771063E-1,-1.388150454E-1
4.816844427E1,-8.261708915E-2,-2.522035539E-1,-1.320957243E-1
4.817334063E1,-5.024218559E-2,-2.454842478E-1,-1.229330078E-1
4.817823703E1,-4.428642802E-3,-2.344889939E-1,-1.125486046E-1
4.818313339E1,5.238015205E-2,-2.186069638E-1,-9.972081333E-2
4.818802979E1,1.146865711E-1,-1.905079931E-1,-9.055810422E-2
4.819292615E1,1.806580722E-1,-1.465269923E-1,-8.322793990E-2
4.819782255E1,2.447970361E-1,-9.032903612E-2,-8.017370105E-2
4.820271891E1,3.040492237E-1,-2.680092305E-2,-8.567132801E-2
4.820761531E1,3.571929336E-1,4.039227590E-2,-9.727742523E-2
4.821251167E1,3.968980014E-1,1.026986986E-1,-1.180462316E-1
4.821740807E1,4.219427407E-1,1.509556323E-1,-1.430909634E-1
4.822230443E1,4.274403751E-1,1.741678268E-1,-1.724116355E-1
4.822720084E1,4.091149569E-1,1.705027372E-1,-2.017323077E-1
4.823209719E1,3.706315756E-1,1.375169903E-1,-2.310529798E-1
4.823699360E1,3.138227761E-1,7.704310864E-2,-2.585411072E-1
4.824188995E1,2.411319613E-1,-6.642963737E-3,-2.823641598E-1
4.824678636E1,1.574458778E-1,-1.068219170E-1,-3.000787199E-1
4.825168271E1,7.009471953E-2,-2.131093442E-1,-3.141281903E-1
4.825657912E1,-1.664558798E-2,-3.230618536E-1,-3.232909143E-1
4.826147547E1,-9.727742523E-2,-4.269058704E-1,-3.300102353E-1
4.826637188E1,-1.669140160E-1,-5.203655362E-1,-3.318427801E-1
4.827126823E1,-2.212794125E-1,-5.949652195E-1,-3.324536085E-1
4.827616464E1,-2.628170252E-1,-6.517740488E-1,-3.293993771E-1
4.828106099E1,-2.915268540E-1,-6.920899153E-1,-3.251234591E-1
4.828595740E1,-3.116848171E-1,-7.183563709E-1,-3.208475113E-1
4.829085375E1,-3.239017725E-1,-7.311841846E-1,-3.135173619E-1
4.829575011E1,-3.330644667E-1,-7.336275578E-1,-3.074088693E-1
4.830064651E1,-3.373403847E-1,-7.293516397E-1,-3.006895781E-1
4.830554287E1,-3.373403847E-1,-7.214106321E-1,-2.909159958E-1
4.831045745E1,-3.324536085E-1,-7.091936469E-1,-2.799207568E-1
4.831533563E1,-3.220692277E-1,-6.914790869E-1,-2.670929730E-1
4.832023203E1,-3.061871827E-1,-6.707102656E-1,-2.506000996E-1
4.832512839E1,-2.835858464E-1,-6.456655264E-1,-2.347180545E-1
4.833004297E1,-2.542651594E-1,-6.175665855E-1,-2.163926363E-1
4.833492115E1,-2.200577259E-1,-5.839699507E-1,-1.986780763E-1
4.833983573E1,-1.797417998E-1,-5.441885591E-1,-1.809635013E-1
4.834471391E1,-1.345391124E-1,-5.020400882E-1,-1.669140160E-1
4.834962854E1,-8.628217876E-2,-4.611133337E-1,-1.534753740E-1
4.835450667E1,-3.497100621E-2,-4.232407808E-1,-1.406475753E-1
4.835940307E1,1.634016447E-2,-3.872008026E-1,-1.284306347E-1
4.836429943E1,6.642963737E-2,-3.560476005E-1,-1.149920002E-1
4.836919584E1,1.134648770E-1,-3.291703165E-1,-1.021642014E-1
4.837409219E1,1.543916464E-1,-3.059581220E-1,-8.933641016E-2
4.837901031E1,1.873773932E-1,-2.864110172E-1,-7.650861889E-2
4.838388495E1,2.124221325E-1,-2.699181437E-1,-6.306997687E-2
4.838878136E1,2.264716178E-1,-2.546469569E-1,-5.024218559E-2
4.839367771E1,2.307475507E-1,-2.442625463E-1,-4.046862945E-2
4.839857412E1,2.264716178E-1,-2.369323820E-1,-3.191677108E-2
4.840347047E1,2.136438340E-1,-2.350998372E-1,-2.641914412E-2
4.840836688E1,1.953184158E-1,-2.344889939E-1,-2.397575416E-2
4.841326323E1,1.739387512E-1,-2.357106805E-1,-2.519745007E-2
4.841815964E1,1.495048702E-1,-2.369323820E-1,-2.764083818E-2
4.842305599E1,1.232384369E-1,-2.405974567E-1,-3.069507517E-2
4.842795240E1,9.208522737E-2,-2.515927255E-1,-3.436015919E-2
4.843284875E1,5.543438718E-2,-2.686964273E-1,-3.680354729E-2
4.843774516E1,1.206423342E-2,-2.876327038E-1,-3.863608837E-2
4.844264151E1,-3.680354729E-2,-3.071798086E-1,-3.374931216E-2
4.844753792E1,-9.055810422E-2,-3.181750774E-1,-2.641914412E-2
4.845243427E1,-1.455343664E-1,-3.200076222E-1,-1.481304597E-2
4.845733068E1,-1.962346882E-1,-3.145099878E-1,-5.039489828E-3
4.846222703E1,-2.420482337E-1,-2.998496592E-1,7.177455351E-3
4.846712344E1,-2.768665254E-1,-2.790808380E-1,1.756185852E-2
4.847201979E1,-2.982461751E-1,-2.583120465E-1,2.977880463E-2
4.847691620E1,-3.061871827E-1,-2.399866134E-1,4.199574888E-2
4.848181255E1,-3.019112647E-1,-2.247154415E-1,5.665608495E-2
4.848670896E1,-2.860292196E-1,-2.082225531E-1,7.253811508E-2
4.849160531E1,-2.622061968E-1,-1.874537468E-1,9.086353332E-2
4.849650172E1,-2.322746664E-1,-1.587439328E-1,1.140757278E-1
4.850139807E1,-1.968455315E-1,-1.251473278E-1,1.415638477E-1
4.850629448E1,-1.589729935E-1,-8.544225991E-2,1.697391868E-1
4.851119084E1,-1.204896197E-1,-4.390464723E-2,1.984490007E-1
4.851608724E1,-8.139539510E-2,-4.199574701E-3,2.259371281E-1
4.852098360E1,-4.718795046E-2,3.000787087E-2,2.479276359E-1
4.852588000E1,-1.725643501E-2,5.383091420E-2,2.662530541E-1
4.853077636E1,2.901524538E-3,6.726955622E-2,2.772482932E-1
4.853567276E1,1.634016447E-2,7.154548168E-2,2.827459276E-1
4.854056912E1,2.183778957E-2,6.665870547E-2,2.845784724E-1
4.854546552E1,1.695101149E-2,4.955498502E-2,2.803025246E-1
4.855038005E1,5.955760833E-3,2.389939874E-2,2.723615170E-1
4.855525828E1,-1.114796288E-2,-1.152974181E-2,2.601445615E-1
4.856017281E1,-3.008422814E-2,-5.306735635E-2,2.473167777E-1
4.856505104E1,-5.268557742E-2,-9.949174523E-2,2.326564491E-1
4.856994740E1,-7.345438004E-2,-1.428619027E-1,2.204395086E-1
4.857484380E1,-9.361234307E-2,-1.813452840E-1,2.070008665E-1
4.857975834E1,-1.088835225E-1,-2.118876427E-1,1.960056126E-1
4.858463656E1,-1.174353883E-1,-2.344889939E-1,1.843995154E-1
4.858953292E1,-1.186570823E-1,-2.515927255E-1,1.734042615E-1
4.859442932E1,-1.149920002E-1,-2.613662779E-1,1.648524106E-1
4.859932568E1,-1.076618284E-1,-2.644205093E-1,1.556897014E-1
4.860422208E1,-9.727742523E-2,-2.644205093E-1,1.476723254E-1
4.860913662E1,-8.811471611E-2,-2.595337331E-1,1.415638477E-1
4.861401484E1,-7.956285775E-2,-2.509818673E-1,1.378987730E-1
4.861891120E1,-7.101099193E-2,-2.393757701E-1,1.342336833E-1
4.862380761E1,-6.245913357E-2,-2.296022177E-1,1.287360638E-1
4.862880146E1,-5.390727147E-2,-2.222720534E-1,1.226275861E-1
4.863360031E1,-4.535540938E-2,-2.192178071E-1,1.171299592E-1
4.863859552E1,-3.497100621E-2,-2.204395086E-1,1.073564067E-1
4.864358990E1,-7.482878864E-3,-2.234937400E-1,8.658760041E-2
4.864858422E1,9.620844387E-3,-2.222720534E-1,7.559234649E-2
4.865357849E1,2.855710872E-2,-2.155527323E-1,6.459710002E-2
4.865857281E1,5.054761097E-2,-2.027249336E-1,5.665608495E-2
4.866356709E1,7.314895838E-2,-1.905079931E-1,4.810422286E-2
4.866856141E1,9.758284688E-2,-1.758476496E-1,4.504998401E-2
4.867355568E1,1.189625040E-1,-1.593547761E-1,4.443913698E-2
4.867855000E1,1.354553849E-1,-1.410293579E-1,4.566083103E-2
4.868354750E1,1.464506239E-1,-1.263690293E-1,4.749337584E-2
4.868854500E1,1.495048702E-1,-1.135412306E-1,5.176930502E-2
4.869353927E1,1.440072358E-1,-1.062110662E-1,5.421269313E-2
4.869853360E1,1.342336833E-1,-1.019351333E-1,5.787777901E-2
4.870352787E1,1.189625040E-1,-1.001025960E-1,6.398624927E-2
4.870852219E1,1.024696305E-1,-9.704835713E-2,6.887302548E-2
4.871351646E1,8.475505561E-2,-9.277242422E-2,7.314895838E-2
4.871851078E1,6.948387623E-2,-8.788564801E-2,7.742489129E-2
4.872350505E1,5.726693198E-2,-7.994463295E-2,8.231166750E-2
4.872849938E1,4.993676394E-2,-7.383616269E-2,8.536590636E-2
4.873349365E1,5.115845799E-2,-7.261446863E-2,8.842013776E-2
4.873848797E1,5.909947306E-2,-7.444700599E-2,9.086353332E-2
4.874348224E1,7.375980914E-2,-8.299887180E-2,9.147437662E-2
4.874847656E1,9.025268257E-2,-9.704835713E-2,9.391776472E-2
4.875347084E1,1.097997949E-1,-1.110978425E-1,9.330692142E-2
4.875848365E1,1.293469071E-1,-1.172063202E-1,9.452861547E-2
4.876345943E1,1.476723254E-1,-1.104869992E-1,9.391776472E-2
4.876847229E1,1.653869003E-1,-9.338327497E-2,9.391776472E-2
4.877344802E1,1.818797737E-1,-6.833853573E-2,9.269607067E-2
4.877844234E1,2.008160353E-1,-3.779617324E-2,8.903098851E-2
4.878343662E1,2.246390730E-1,-6.642963737E-3,8.475505561E-2
4.878843094E1,2.515163720E-1,2.328855172E-2,7.925742865E-2
4.879342521E1,2.808370292E-1,4.955498502E-2,7.314895838E-2
4.879841953E1,3.083251417E-1,7.154548168E-2,6.948387623E-2
4.880341380E1,3.321481943E-1,8.803836256E-2,6.887302548E-2
4.880842667E1,3.504736125E-1,9.720107168E-2,7.131642103E-2
4.881340240E1,3.626905680E-1,9.720107168E-2,7.314895838E-2
4.881841526E1,3.694098890E-1,9.048175067E-2,7.192726433E-2
4.882339099E1,3.724641204E-1,8.131904155E-2,6.704048812E-2
4.882838531E1,3.724641204E-1,7.032378763E-2,5.848862603E-2
4.883337958E1,3.724641204E-1,6.055023521E-2,4.688252881E-2
4.883837729E1,3.724641204E-1,5.016583204E-2,3.283303976E-2
4.884336813E1,3.724641204E-1,3.550549597E-2,1.695101149E-2
4.884836245E1,3.706315756E-1,1.595838554E-2,-7.635590737E-4
4.885335672E1,3.681881726E-1,-1.214058883E-2,-1.603474095E-2
4.885835104E1,3.608580232E-1,-5.123481527E-2,-3.252761811E-2
4.886334531E1,3.486410677E-1,-9.949174523E-2,-4.596625641E-2
4.886833964E1,3.297048211E-1,-1.544679999E-1,-6.062658876E-2
4.887333391E1,3.077143133E-1,-2.137201875E-1,-7.284353673E-2
4.887832823E1,2.832804024E-1,-2.741940618E-1,-8.506047726E-2
4.888331573E1,2.594573796E-1,-3.322245479E-1,-9.544488788E-2
4.888823281E1,2.368560284E-1,-3.865899444E-1,-1.058292910E-1
4.889310849E1,2.197522968E-1,-4.348468781E-1,-1.162136942E-1
4.889800490E1,2.075353563E-1,-4.763845205E-1,-1.265980899E-1
4.890290130E1,1.983726472E-1,-5.124244690E-1,-1.357607991E-1
4.890779766E1,1.934858710E-1,-5.405234694E-1,-1.424801201E-1
4.891269406E1,1.892099380E-1,-5.595360994E-1,-1.443126649E-1
4.891759042E1,1.849340051E-1,-5.729747415E-1,-1.437018216E-1
4.892248677E1,1.788255423E-1,-5.778614879E-1,-1.412584335E-1
4.892738318E1,1.708845198E-1,-5.741963983E-1,-1.375933439E-1
4.893227953E1,1.605001241E-1,-5.595360994E-1,-1.333174109E-1
4.893717594E1,1.482831687E-1,-5.368583798E-1,-1.302631795E-1
4.894207234E1,1.336228400E-1,-5.050943494E-1,-1.296523362E-1
4.894696870E1,1.201841980E-1,-4.702760279E-1,-1.284306347E-1
4.895186511E1,1.067455560E-1,-4.372902811E-1,-1.296523362E-1
4.895676146E1,9.697200358E-2,-4.061370790E-1,-1.308740228E-1
4.896165787E1,8.903098851E-2,-3.780381083E-1,-1.345391124E-1
4.896655422E1,8.292251825E-2,-3.505499661E-1,-1.382041872E-1
4.897145063E1,7.986827940E-2,-3.236726820E-1,-1.437018216E-1
4.897634698E1,7.620319724E-2,-3.010713458E-1,-1.516428292E-1
4.898126151E1,7.253811508E-2,-2.851893008E-1,-1.626380831E-1
4.898613974E1,7.070557028E-2,-2.803025246E-1,-1.760767251E-1
4.899105427E1,6.948387623E-2,-2.870218456E-1,-1.901262105E-1
4.899593250E1,7.009471953E-2,-3.090123534E-1,-2.060082406E-1
4.900084709E1,6.948387623E-2,-3.517716527E-1,-2.231119573E-1
4.900572526E1,7.437065244E-2,-4.189648628E-1,-2.377723008E-1
4.901062167E1,8.292251825E-2,-5.081485510E-1,-2.506000996E-1
4.901551802E1,9.758284688E-2,-6.084038615E-1,-2.591519356E-1
4.902043261E1,1.159082651E-1,-7.043069005E-1,-2.634278834E-1
4.902531078E1,1.378987730E-1,-7.886037827E-1,-2.622061968E-1
4.903020719E1,1.653869003E-1,-8.588512540E-1,-2.536543310E-1
4.903510354E1,2.020377368E-1,-9.162709117E-1,-2.347180545E-1
4.904001813E1,2.472404242E-1,-9.571976662E-1,-2.084516287E-1
4.904489630E1,3.028275371E-1,-9.791881442E-1,-1.736333370E-1
4.904979271E1,3.675773442E-1,-9.859074950E-1,-1.357607991E-1
4.905468906E1,4.396573007E-1,-9.871291518E-1,-9.849911928E-2
4.905958547E1,5.111264586E-1,-9.779664874E-1,-6.490252167E-2
4.906448182E1,5.752654076E-1,-9.407047629E-1,-3.252761811E-2
4.906939667E1,6.259657145E-1,-8.759549856E-1,4.581354442E-4
4.907427459E1,6.644490957E-1,-7.892146707E-1,3.161134571E-2
4.907917099E1,6.907155514E-1,-7.043069005E-1,6.215370819E-2
4.908406734E1,7.078192830E-1,-6.365028620E-1,9.025268257E-2
4.908896708E1,7.164474726E-1,-5.864133835E-1,1.140757278E-1
4.909386016E1,7.188908458E-1,-5.522059202E-1,1.330119967E-1
4.909875651E1,7.152257562E-1,-5.325824618E-1,1.470614821E-1
4.910365292E1,7.102626562E-1,-5.160895586E-1,1.569113880E-1
4.910854927E1,7.029324770E-1,-4.953207672E-1,1.636307091E-1
4.911344568E1,6.913263798E-1,-4.702760279E-1,1.666849405E-1
4.911834203E1,6.784985662E-1,-4.427879155E-1,1.672957987E-1
4.912323844E1,6.632274389E-1,-4.140780866E-1,1.660740972E-1
