"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
6.813217488E1,-1.232602715E0,1.029182911E1,2.610868692E0
6.813707128E1,-1.299601793E0,1.024875832E1,2.752344131E0
6.814196769E1,-1.325922847E0,1.016022396E1,2.862414122E0
6.814686410E1,-1.287637711E0,9.959226608E0,2.891128063E0
6.815176050E1,-1.201496124E0,9.717252731E0,2.958127022E0
6.815665696E1,-1.115055323E0,9.461220741E0,2.982055187E0
6.816155337E1,-1.019342422E0,9.216854095E0,2.970091105E0
6.816644977E1,-9.164510965E-1,9.025427818E0,2.979662418E0
6.817134618E1,-8.709874153E-1,8.891429901E0,2.938984394E0
6.817624258E1,-7.872386575E-1,8.785846710E0,2.934198856E0
6.818115722E1,-7.154539824E-1,8.675776482E0,2.917448997E0
6.818603540E1,-6.508477330E-1,8.577671051E0,2.905484915E0
6.819095003E1,-6.194419861E-1,8.551349640E0,2.836092949E0
6.819582826E1,-6.098706722E-1,8.525029182E0,2.771486759E0
6.820074285E1,-5.644070506E-1,8.520243645E0,2.759522676E0
6.820562107E1,-5.452644825E-1,8.532207489E0,2.702095032E0
6.821053571E1,-5.141577721E-1,8.575278282E0,2.658725023E0
6.821541389E1,-4.567300081E-1,8.613563538E0,2.622832775E0
6.822031034E1,-4.016951025E-1,8.678169250E0,2.622832775E0
6.822520675E1,-3.490529954E-1,8.812167168E0,2.649153709E0
6.823010649E1,-2.413759828E-1,8.908179283E0,2.678166628E0
6.823499956E1,-1.360917836E-1,9.015856743E0,2.752344131E0
6.823991113E1,-1.615155302E-2,9.130712509E0,2.790629387E0
6.824479238E1,1.322034448E-1,9.279067039E0,2.857628345E0
6.824968878E1,2.949153781E-1,9.427721024E0,2.936591625E0
6.825458524E1,5.009972453E-1,9.604789734E0,2.845664263E0
6.825948165E1,6.421737671E-1,9.810572624E0,2.728415966E0
6.826437805E1,8.096713424E-1,9.949655533E0,2.670988321E0
6.826927446E1,9.125627279E-1,1.009801102E1,2.586940289E0
6.827417087E1,1.056431174E0,1.023918724E1,2.601297379E0
6.827906727E1,1.171286702E0,1.031575775E1,2.663510799E0
6.828396373E1,1.274178028E0,1.037797070E1,2.675773859E0
6.828893534E1,1.403390527E0,1.040668488E1,2.706880569E0
6.829375654E1,1.484746456E0,1.036600685E1,2.721237659E0
6.829865295E1,1.523031592E0,1.027507973E1,2.658725023E0
6.830354936E1,1.544566989E0,1.014826012E1,2.613261461E0
6.830844576E1,1.546959877E0,1.005733299E1,2.613261461E0
6.831334222E1,1.515853167E0,9.985548019E0,2.596511602E0
6.831823863E1,1.470389485E0,9.911071777E0,2.615654230E0
6.832313503E1,1.410568953E0,9.841679573E0,2.589333296E0
6.832803144E1,1.372283816E0,9.741181374E0,2.524727106E0
6.833292784E1,1.302891970E0,9.607182503E0,2.484049082E0
6.833782425E1,1.214357495E0,9.499505997E0,2.407478571E0
6.834272066E1,1.113858938E0,9.360423088E0,2.376372099E0
6.834761712E1,1.015454054E0,9.240781784E0,2.333301067E0
6.835251352E1,9.436694384E-1,9.087641716E0,2.271087885E0
6.835740993E1,8.670991063E-1,8.936893463E0,2.194517374E0
6.836230633E1,7.618148923E-1,8.821739197E0,2.079362869E0
6.836720274E1,6.302096844E-1,8.673383713E0,1.954936147E0
6.837209915E1,5.273182988E-1,8.563314438E0,1.835294962E0
6.837699560E1,4.001995921E-1,8.508278847E0,1.720439434E0
6.838189201E1,2.542374134E-1,8.491529465E0,1.639083505E0
6.838678842E1,1.393819153E-1,8.462815285E0,1.497607827E0
6.839168482E1,4.366901144E-2,8.448458672E0,1.385145187E0
6.839658123E1,-3.050848842E-2,8.417351723E0,1.296610713E0
6.840149581E1,-9.541380405E-2,8.446065903E0,1.239183068E0
6.840637404E1,-1.935195327E-1,8.455636978E0,1.287039518E0
6.841128863E1,-2.892324328E-1,8.517850876E0,1.368395448E0
6.841616691E1,-4.399802685E-1,8.606385231E0,1.516750455E0
6.842108149E1,-5.739783049E-1,8.682954788E0,1.670190215E0
6.842595972E1,-7.082754970E-1,8.771489143E0,1.808973908E0
6.843087430E1,-8.255237937E-1,8.903393745E0,1.928615093E0
6.843575253E1,-9.882357717E-1,9.023035049E0,1.981257200E0
6.844066717E1,-1.146162033E0,9.185747147E0,2.065006018E0
6.844554540E1,-1.153340459E0,9.267103195E0,2.189731836E0
6.845044180E1,-9.355936646E-1,9.317352295E0,2.342872381E0
6.845533821E1,-6.242275834E-1,9.326923370E0,2.457727909E0
6.846023462E1,-3.634099364E-1,9.326923370E0,2.553440809E0
6.846513102E1,-1.863410622E-1,9.329316139E0,2.658725023E0
6.847002743E1,-9.062815458E-2,9.348459244E0,2.740380049E0
6.847492389E1,-1.025922745E-1,9.369994164E0,2.891128063E0
6.847982029E1,-2.198405862E-1,9.439684868E0,3.104089260E0
6.848471670E1,-4.375874400E-1,9.544969559E0,3.307778120E0
6.848961649E1,-7.274180651E-1,9.674181938E0,3.499203920E0
6.849450951E1,-1.014556766E0,9.779465675E0,3.635594845E0
6.849940592E1,-1.275673628E0,9.884750366E0,3.817748547E0
6.850430238E1,-1.474277854E0,9.975976944E0,4.095315933E0
6.850919878E1,-1.672882080E0,1.008126068E1,4.298706055E0
6.851409519E1,-1.912463546E0,1.030140018E1,4.435395718E0
6.851899160E1,-2.065604210E0,1.053141022E1,4.677071095E0
6.852388800E1,-2.201995134E0,1.077069283E1,5.069792747E0
6.852878441E1,-2.374577284E0,1.091426182E1,5.335396290E0
6.853368081E1,-2.477468729E0,1.092383385E1,5.416752338E0
6.853857727E1,-2.429612398E0,1.074437141E1,5.244469166E0
6.854347368E1,-2.283350945E0,1.049282646E1,4.765605450E0
6.854837008E1,-2.024926186E0,1.017936707E1,4.279563427E0
6.855326649E1,-1.776072621E0,9.884750366E0,3.740879059E0
6.855816290E1,-1.574776411E0,9.604789734E0,3.209373474E0
6.856305930E1,-1.522134304E0,9.372386932E0,2.718844652E0
6.856795576E1,-1.555633783E0,9.157032967E0,2.213660002E0
6.857285217E1,-1.622632861E0,9.011071205E0,1.797009826E0
6.857774857E1,-1.809572101E0,8.898608208E0,1.241575837E0
6.858264498E1,-1.926820397E0,8.821739197E0,8.009973764E-1
6.858754139E1,-1.938784599E0,8.766703606E0,5.114658475E-1
6.859243779E1,-1.960319996E0,8.690134048E0,1.977069676E-1
6.859733425E1,-2.000998020E0,8.603992462E0,1.259222925E-1
6.860223066E1,-2.178066730E0,8.582456589E0,8.763712645E-2
6.860712706E1,-2.353041887E0,8.575278282E0,1.283151209E-1
6.861202347E1,-2.570788860E0,8.639883995E0,1.019940674E-1
6.861691988E1,-2.767000198E0,8.761918068E0,1.713859290E-1
6.862181628E1,-2.865106106E0,8.936893463E0,2.862414122E-1
6.862671274E1,-2.908475876E0,9.166604042E0,4.516452849E-1
6.863162732E1,-2.906083107E0,9.413364410E0,6.311069727E-1
6.863650555E1,-2.941975355E0,9.628718376E0,7.674978375E-1
6.864140196E1,-2.970689297E0,9.834501266E0,9.349954724E-1
6.864629837E1,-3.384647608E0,1.011476040E1,1.007079244E0
6.865119477E1,-4.375874519E0,1.056012440E1,1.033400297E0
6.865609123E1,-5.175675392E0,1.089033413E1,1.176969647E0
6.866098764E1,-5.304887772E0,1.101715374E1,1.399502158E0
6.866588404E1,-4.459623337E0,1.075155067E1,1.655833244E0
6.867079868E1,-3.372683525E0,1.036839962E1,1.916650891E0
6.867567686E1,-2.429612398E0,1.005015373E1,2.199303150E0
6.868059144E1,-1.727917075E0,9.810572624E0,2.455335140E0
6.868546972E1,-1.167697430E0,9.623932838E0,2.644368172E0
6.869038430E1,-8.327022791E-1,9.501898766E0,2.726023197E0
6.869526253E1,-7.178468108E-1,9.427721024E0,2.653939486E0
6.870015894E1,-8.542376757E-1,9.463613510E0,2.476870537E0
6.870505534E1,-1.153340459E0,9.554540634E0,2.321336985E0
6.871004925E1,-1.366600871E0,9.623932838E0,2.182553291E0
6.871484816E1,-1.424028635E0,9.652647018E0,2.093719721E0
6.871974462E1,-1.601097465E0,9.674181938E0,2.038684845E0
6.872464102E1,-1.888535261E0,9.726823807E0,2.033899307E0
6.872953743E1,-2.218744755E0,9.829715729E0,2.029113531E0
6.873443383E1,-2.556432009E0,9.975976944E0,2.000399828E0
6.873933024E1,-2.853141785E0,1.005972576E1,1.938186288E0
6.874422670E1,-2.913261652E0,1.008365345E1,1.842473388E0
6.874912311E1,-2.685644388E0,1.002622604E1,1.732403636E0
6.875401951E1,-2.441576481E0,9.939785004E0,1.684547186E0
6.875891592E1,-2.393719912E0,9.891928673E0,1.686939955E0
6.876381232E1,-2.503789902E0,9.858428955E0,1.648654819E0
6.876870873E1,-2.558824778E0,9.820143700E0,1.584048629E0
6.877360519E1,-2.640180588E0,9.765109062E0,1.476072431E0
6.877850160E1,-2.688037157E0,9.724431038E0,1.406680584E0
6.878339800E1,-2.666501760E0,9.695717812E0,1.392323732E0
6.878829441E1,-2.570788860E0,9.698110580E0,1.461715579E0
6.879319081E1,-2.458326101E0,9.702896118E0,1.612762451E0
6.879808722E1,-2.326720953E0,9.669396400E0,1.801795483E0
6.880298368E1,-2.192423820E0,9.631111145E0,1.995614052E0
6.880788008E1,-2.084746838E0,9.583254814E0,2.153839588E0
6.881277649E1,-1.991426587E0,9.521040916E0,2.259123564E0
6.881767290E1,-2.003390789E0,9.477970123E0,2.254338026E0
6.882256930E1,-2.075175524E0,9.470791817E0,2.149053812E0
6.882746576E1,-2.211566210E0,9.475577354E0,1.990828395E0
6.883236217E1,-2.362613201E0,9.446864128E0,1.811366796E0
6.883725857E1,-2.534896374E0,9.399007797E0,1.615155339E0
6.884215498E1,-2.723929405E0,9.307781219E0,1.471286774E0
6.884705139E1,-2.826820850E0,9.147461891E0,1.423430324E0
6.885194779E1,-2.937189817E0,8.987142563E0,1.452144265E0
6.885684420E1,-2.994617462E0,8.829216003E0,1.521536112E0
6.886174066E1,-3.047259569E0,8.651848793E0,1.629512191E0
6.886663706E1,-3.097508907E0,8.525029182E0,1.710868239E0
6.887153347E1,-3.166900873E0,8.407780647E0,1.765903115E0
6.887642988E1,-3.269792080E0,8.319246292E0,1.804188251E0
6.888132628E1,-3.389433384E0,8.264211655E0,1.875972986E0
6.888622269E1,-3.535694599E0,8.266604424E0,1.962114573E0
6.889111915E1,-3.681656837E0,8.347960472E0,2.072184324E0
6.889601555E1,-3.870689631E0,8.446065903E0,2.129911184E0
6.890093014E1,-3.973581076E0,8.572885513E0,2.251945257E0
6.890580837E1,-4.095914364E0,8.704490662E0,2.400300264E0
6.891072300E1,-4.112663746E0,8.860322952E0,2.515155792E0
6.891560123E1,-4.136591911E0,9.023035049E0,2.620440006E0
6.892049764E1,-4.174877167E0,9.157032967E0,2.673381090E0
6.892539404E1,-4.194019794E0,9.291030884E0,2.651546478E0
6.893030863E1,-4.160520554E0,9.379565239E0,2.603690147E0
6.893518686E1,-4.079164505E0,9.475577354E0,2.469691992E0
6.894008675E1,-3.999902248E0,9.597611427E0,2.273480654E0
6.894497967E1,-3.916153431E0,9.714859962E0,2.074577332E0
6.894987613E1,-3.810869217E0,9.841679573E0,1.864008784E0
6.895477253E1,-3.693620920E0,9.903892517E0,1.689332843E0
6.895967238E1,-3.593122244E0,9.961619377E0,1.490429401E0
6.896456535E1,-3.521337509E0,9.997511864E0,1.330110312E0
6.896946175E1,-3.437289715E0,9.990333557E0,1.236790180E0
6.897435821E1,-3.387040377E0,9.999904633E0,1.145862937E0
6.897925462E1,-3.473481178E0,1.002622604E1,1.121934772E0
6.898415102E1,-3.528516054E0,9.934999466E0,1.167398334E0
6.898904743E1,-3.521337509E0,9.815358162E0,1.270289779E0
6.899394383E1,-3.492623806E0,9.676574707E0,1.377966762E0
6.899884024E1,-3.511766434E0,9.540184021E0,1.497607827E0
6.900373670E1,-3.463909864E0,9.324530602E0,1.663011789E0
6.900863310E1,-3.267399311E0,9.109176636E0,1.797009826E0
6.901352951E1,-3.030509949E0,8.903393745E0,1.966900229E0
6.901842592E1,-2.877070189E0,8.735597610E0,2.168196440E0
6.902332232E1,-2.695215702E0,8.539385796E0,2.306980133E0
6.902821873E1,-2.434397936E0,8.357531548E0,2.503191471E0
6.903311519E1,-2.266601324E0,8.259126663E0,2.653939486E0
6.903801160E1,-2.312064886E0,8.297710419E0,2.821736097E0
6.904290800E1,-2.405683994E0,8.393424034E0,2.984447956E0
6.904780441E1,-2.381755829E0,8.441280365E0,3.108874798E0
6.905270081E1,-2.292922258E0,8.441280365E0,3.235993624E0
6.905759727E1,-2.240280151E0,8.419744492E0,3.384348631E0
6.906249368E1,-2.175673962E0,8.335995674E0,3.460918903E0
6.906739008E1,-2.075175524E0,8.213663101E0,3.496811152E0
6.907228649E1,-1.962712765E0,8.105985641E0,3.508775234E0
6.907718290E1,-1.871785522E0,8.003094673E0,3.544667721E0
6.908207930E1,-1.847857237E0,7.995915890E0,3.649951935E0
6.908697576E1,-1.831107497E0,8.108378410E0,3.724129438E0
6.909187217E1,-1.821536183E0,8.288139343E0,3.707379580E0
6.909676857E1,-1.814357758E0,8.510671616E0,3.647558928E0
6.910166498E1,-1.902892232E0,8.819346428E0,3.496811152E0
6.910656139E1,-1.890928149E0,9.080462456E0,3.436990738E0
6.911147602E1,-1.981855392E0,9.324530602E0,3.334099293E0
6.911635425E1,-2.125424623E0,9.573683739E0,3.161516905E0
6.912125066E1,-2.257030010E0,9.786644936E0,2.958127022E0
6.912614706E1,-2.297708035E0,9.968798637E0,2.888735056E0
6.913104347E1,-2.254637241E0,1.016979504E1,2.754737139E0
6.913593988E1,-2.151745796E0,1.035165024E1,2.560619354E0
6.914085451E1,-2.017747641E0,1.048804092E1,2.414657116E0
6.914573274E1,-1.790429592E0,1.056730270E1,2.266302109E0
6.915062915E1,-1.541276932E0,1.064148045E1,2.088934183E0
6.915552555E1,-1.275673628E0,1.065344429E1,1.911865234E0
6.916044300E1,-1.036092162E0,1.063669491E1,1.751546144E0
6.916531837E1,-9.044869542E-1,1.059123135E1,1.639083505E0
6.917021482E1,-8.231309652E-1,1.047846985E1,1.521536112E0
6.917511123E1,-8.422735929E-1,1.033729267E1,1.330110312E0
6.918000764E1,-8.638089895E-1,1.013390255E1,1.109970570E0
6.918490404E1,-1.016949654E0,9.877572060E0,8.416753411E-1
6.918980394E1,-1.191625714E0,9.631111145E0,5.545366406E-1
6.919469691E1,-1.330708504E0,9.355637550E0,4.034897089E-1
6.919959331E1,-1.445564032E0,9.159425735E0,3.460619748E-1
6.920448972E1,-1.541276932E0,8.941679001E0,3.077768087E-1
6.920938613E1,-1.577169180E0,8.737990379E0,3.412763178E-1
6.921428253E1,-1.546062589E0,8.577671051E0,6.406782866E-1
6.921917894E1,-1.524527073E0,8.460422516E0,9.589236975E-1
6.922407540E1,-1.495813251E0,8.316853523E0,1.495215058E0
6.922897180E1,-1.445564032E0,8.244769096E0,2.009970903E0
6.923386821E1,-1.380957723E0,8.165806770E0,2.603690147E0
6.923876462E1,-1.249352574E0,8.137092590E0,3.168695450E0
6.924366102E1,-1.227817178E0,8.204091072E0,3.635594845E0
6.924855748E1,-1.220638633E0,8.331210136E0,3.949353695E0
6.925345389E1,-1.234995604E0,8.558527946E0,4.167100430E0
6.925835029E1,-1.230209947E0,8.809774399E0,4.255635262E0
6.926324670E1,-1.199103236E0,9.006285667E0,4.269991875E0
6.926814311E1,-1.218245864E0,9.142676353E0,4.212564468E0
6.927303956E1,-1.275673628E0,9.279067039E0,3.899104595E0
6.927793597E1,-1.258923769E0,9.415757179E0,3.724129438E0
6.928283238E1,-1.237388372E0,9.525827408E0,3.609273911E0
6.928772878E1,-1.438385487E0,9.566504478E0,3.427419424E0
6.929262519E1,-1.546062589E0,9.580862045E0,3.312563896E0
6.929752160E1,-1.512562990E0,9.643074989E0,3.295814037E0
6.930241805E1,-1.500598907E0,9.722038269E0,3.302992582E0
6.930731446E1,-1.546062589E0,9.836894035E0,3.264707327E0
6.931221087E1,-1.531705618E0,9.992726326E0,3.355634689E0
6.931710727E1,-1.486241937E0,1.006929684E1,3.417848110E0
6.932200368E1,-1.424028635E0,1.003579712E1,3.446561813E0
6.932690014E1,-1.416850090E0,9.973584175E0,3.446561813E0
6.933181472E1,-1.517348647E0,9.968798637E0,3.439383507E0
6.933669295E1,-1.648953915E0,9.987940788E0,3.334099293E0
6.934158936E1,-1.701596022E0,9.964012146E0,3.271885872E0
6.934648576E1,-1.663310885E0,9.891928673E0,3.168695450E0
6.935138217E1,-1.653739572E0,9.824930191E0,3.070589542E0
6.935627863E1,-1.670489311E0,9.786644936E0,3.015554667E0
6.936117503E1,-1.720738530E0,9.698110580E0,3.063411236E0
6.936607144E1,-1.828714728E0,9.614361763E0,3.080160856E0
6.937096785E1,-1.933998942E0,9.528220177E0,3.173480988E0
6.937586425E1,-2.039283037E0,9.381958008E0,3.377170086E0
6.938076066E1,-2.168495417E0,9.250352859E0,3.463311672E0
6.938565712E1,-2.283350945E0,9.087641716E0,3.372384310E0
6.939055352E1,-2.410469770E0,8.953642845E0,3.175873756E0
6.939544993E1,-2.506182671E0,8.814560890E0,2.977269650E0
6.940034633E1,-2.601895571E0,8.654241562E0,2.812164783E0
6.940524274E1,-2.702394009E0,8.539385796E0,2.790629387E0
6.941013920E1,-2.843570709E0,8.501100540E0,2.857628345E0
6.941503560E1,-3.001796007E0,8.503493309E0,2.972483873E0
6.941993201E1,-3.145365477E0,8.467600822E0,3.130410194E0
6.942482842E1,-3.229114056E0,8.477172852E0,3.348456144E0
6.942972482E1,-3.257827997E0,8.455636978E0,3.561417341E0
6.943462128E1,-3.236292601E0,8.431708336E0,3.690629721E0
6.943961519E1,-3.205185890E0,8.376673698E0,3.815355778E0
6.944441404E1,-3.212364435E0,8.328817368E0,3.915854216E0
6.944931050E1,-3.214757204E0,8.309675217E0,4.018745422E0
6.945420691E1,-3.157329559E0,8.266604424E0,4.116851330E0
6.945910331E1,-3.104687452E0,8.223234177E0,4.207778454E0
6.946399977E1,-3.061616659E0,8.156234741E0,4.329812527E0
6.946889618E1,-3.059223652E0,8.127521515E0,4.495216370E0
6.947379258E1,-3.066402197E0,8.103592873E0,4.732105732E0
6.947868899E1,-2.968296528E0,8.108378410E0,4.990829945E0
6.948358540E1,-2.845963478E0,8.129914284E0,5.177470207E0
6.948848186E1,-2.745464802E0,8.161020279E0,5.311468124E0
6.949337826E1,-2.656930447E0,8.189734459E0,5.347360611E0
6.949827467E1,-2.544467688E0,8.180163383E0,5.285147190E0
6.950317107E1,-2.455933332E0,8.199305534E0,5.146363258E0
6.950806748E1,-2.408077002E0,8.184948921E0,5.002793789E0
6.951296394E1,-2.324328184E0,8.165806770E0,4.756033897E0
6.951786034E1,-2.199602127E0,8.127521515E0,4.569394112E0
6.952275675E1,-2.056032896E0,8.108378410E0,4.437788486E0
6.952765316E1,-1.955534339E0,8.127521515E0,4.253242016E0
6.953254956E1,-1.869392633E0,8.134699821E0,4.083351612E0
6.953744602E1,-1.802393675E0,8.172985077E0,3.956532240E0
6.954234243E1,-1.759322882E0,8.172985077E0,3.884747505E0
6.954723883E1,-1.747059584E0,8.206484795E0,3.839283943E0
6.955213524E1,-1.725524187E0,8.225626945E0,3.822534084E0
6.955703165E1,-1.696810365E0,8.249555588E0,3.853640795E0
6.956192810E1,-1.617847204E0,8.244769096E0,3.934996843E0
6.956682451E1,-1.529312730E0,8.218448639E0,4.013959885E0
6.957172092E1,-1.416850090E0,8.230412483E0,4.076173306E0
6.957661732E1,-1.345065475E0,8.347960472E0,4.033102512E0
6.958151373E1,-1.254138112E0,8.534600258E0,3.889533281E0
6.958641019E1,-1.232602715E0,8.809774399E0,3.685844183E0
6.959132477E1,-1.218245864E0,9.116354942E0,3.393919706E0
6.959620300E1,-1.263709426E0,9.477970123E0,3.209373474E0
6.960109941E1,-1.376172066E0,9.772287369E0,3.106482029E0
6.960599581E1,-1.474277854E0,1.000469017E1,2.977269650E0
6.961091045E1,-1.474277854E0,1.012433147E1,2.845664263E0
6.961578868E1,-1.414457321E0,1.018415260E1,2.632404089E0
6.962068508E1,-1.431207061E0,1.017697334E1,2.338086843E0
6.962558149E1,-1.550848126E0,1.015543842E1,1.993221283E0
6.963049613E1,-1.715952992E0,1.009561825E1,1.598405480E0
6.963537436E1,-1.869392633E0,9.995119095E0,1.224826097E0
6.964027076E1,-1.969891191E0,9.882357597E0,8.919246197E-1
6.964516717E1,-2.099103689E0,9.834501266E0,6.191428304E-1
6.965006357E1,-2.221137524E0,9.891928673E0,4.612165689E-1
6.965495998E1,-2.288136721E0,9.920642853E0,3.269194067E-1
6.965985644E1,-2.336292267E0,9.995119095E0,2.503490746E-1
6.966475285E1,-2.312064886E0,1.007647514E1,3.197409213E-1
6.966964925E1,-2.280958176E0,1.015304565E1,5.090730190E-1
6.967454566E1,-2.280958176E0,1.028225803E1,7.890332937E-1
6.967944206E1,-2.376970291E0,1.045932674E1,1.224826097E0
6.968433847E1,-2.429612398E0,1.068455124E1,1.799402595E0
6.968923493E1,-2.506182671E0,1.095015430E1,2.400300264E0
6.969413133E1,-2.510968208E0,1.117298603E1,3.056232691E0
6.969902774E1,-2.333899498E0,1.138355446E1,3.532703638E0
6.970392415E1,-2.134995937E0,1.151755238E1,3.844069481E0
6.970882060E1,-1.972284079E0,1.159173012E1,3.997210264E0
6.971371701E1,-1.898106575E0,1.162762260E1,4.085744858E0
6.971861342E1,-1.922034740E0,1.152712440E1,4.191029072E0
6.972350982E1,-1.979462504E0,1.130459118E1,4.289134502E0
6.972840623E1,-2.082353830E0,1.103390312E1,4.361218452E0
6.973330269E1,-2.230708838E0,1.071326542E1,4.315455437E0
6.973819910E1,-2.329113722E0,1.036361408E1,4.286741734E0
6.974309550E1,-2.460718870E0,1.004297543E1,4.169493675E0
6.974799191E1,-2.601895571E0,9.777072906E0,3.978067636E0
6.975288831E1,-2.649751902E0,9.518648148E0,3.767200232E0
6.975778472E1,-2.623430967E0,9.310173988E0,3.609273911E0
6.976268118E1,-2.673680305E0,9.106783867E0,3.298206806E0
6.976757758E1,-2.654537678E0,8.924929619E0,3.199802160E0
6.977247399E1,-2.633002281E0,8.752346992E0,3.099303484E0
6.977737040E1,-2.604288340E0,8.575278282E0,3.003590584E0
6.978226686E1,-2.601895571E0,8.486743927E0,2.972483873E0
6.978716326E1,-2.475075960E0,8.254341125E0,2.903092146E0
6.979205967E1,-2.319542408E0,8.043772697E0,2.982055187E0
6.979695607E1,-2.216351986E0,7.852346420E0,3.022733212E0
6.980185248E1,-2.178066730E0,7.737491131E0,2.938984394E0
6.980674894E1,-2.024926186E0,7.624729156E0,2.970091105E0
6.981166347E1,-1.914856315E0,7.598408222E0,2.910270452E0
6.981654175E1,-1.811964989E0,7.629515171E0,2.850450039E0
6.982143816E1,-1.682453394E0,7.665407181E0,2.800200701E0
6.982633456E1,-1.505384564E0,7.768597603E0,2.821736097E0
6.983124920E1,-1.421635747E0,7.926524162E0,2.886342287E0
6.983612743E1,-1.402493119E0,8.182556152E0,2.778665304E0
6.984102383E1,-1.313958764E0,8.414958954E0,2.596511602E0
6.984592024E1,-1.141376376E0,8.623134613E0,2.613261461E0
6.985081665E1,-1.028913736E0,8.841180801E0,2.589333296E0
6.985571310E1,-9.212366939E-1,9.042177200E0,2.579761982E0
6.986060951E1,-8.949156404E-1,9.262317657E0,2.500798702E0
6.986550592E1,-8.757730722E-1,9.451649666E0,2.438585281E0
6.987040232E1,-8.446664214E-1,9.628718376E0,2.433799744E0
6.987529873E1,-8.111668825E-1,9.820143700E0,2.409871578E0
6.988019519E1,-7.872386575E-1,9.971191406E0,2.455335140E0
6.988509160E1,-7.800601721E-1,1.010758209E1,2.493620396E0
6.988998800E1,-7.393822074E-1,1.018654537E1,2.651546478E0
6.989488441E1,-5.931209326E-1,1.020329475E1,2.826521635E0
6.989987831E1,-5.596213937E-1,1.017697334E1,2.953341246E0
6.990467722E1,-5.428716540E-1,1.008843899E1,3.070589542E0
6.990957368E1,-5.285146832E-1,9.961619377E0,3.132802963E0
6.991447008E1,-5.500500798E-1,9.829715729E0,3.106482029E0
6.991936649E1,-6.266204119E-1,9.729216576E0,3.070589542E0
6.992426290E1,-7.776673436E-1,9.655039787E0,3.010769129E0
6.992915936E1,-8.685946465E-1,9.556933403E0,2.919841766E0
6.993405576E1,-8.398807645E-1,9.422935486E0,2.857628345E0
6.993895217E1,-8.183453679E-1,9.310173988E0,2.749951363E0
6.994384857E1,-8.685946465E-1,9.226425171E0,2.670988321E0
6.994874503E1,-9.332008362E-1,9.173783302E0,2.570190668E0
6.995364144E1,-9.619147182E-1,9.097212791E0,2.539083958E0
6.995853785E1,-9.906286001E-1,9.070891380E0,2.553440809E0
6.996343425E1,-1.012163997E0,9.097212791E0,2.515155792E0
6.996833066E1,-1.067198873E0,9.121140480E0,2.503191471E0
6.997322712E1,-1.127019525E0,9.190532684E0,2.527119875E0
6.997812352E1,-1.227817178E0,9.293423653E0,2.507977247E0
6.998301993E1,-1.285244823E0,9.365208626E0,2.481656075E0
6.998791633E1,-1.388136268E0,9.418149948E0,2.496013165E0
6.999281274E1,-1.467099428E0,9.482755661E0,2.548655272E0
6.999770920E1,-1.500598907E0,9.511469841E0,2.634796858E0
7.000260560E1,-1.565205097E0,9.552147865E0,2.692523718E0
7.000750201E1,-1.550848126E0,9.564111710E0,2.747558594E0
7.001239842E1,-1.572383523E0,9.547362328E0,2.771486759E0
7.001729482E1,-1.591526151E0,9.528220177E0,2.797807932E0
7.002219128E1,-1.646561027E0,9.494720459E0,2.831307411E0
7.002708769E1,-1.658525229E0,9.430113792E0,2.833700180E0
7.003198410E1,-1.692024708E0,9.384351730E0,2.833700180E0
7.003688050E1,-1.715952992E0,9.341280937E0,2.828914642E0
7.004179514E1,-1.747059584E0,9.319745064E0,2.797807932E0
7.004667337E1,-1.764108539E0,9.300602913E0,2.764308453E0
7.005156977E1,-1.761715651E0,9.264710426E0,2.711666346E0
7.005646618E1,-1.771286964E0,9.257532120E0,2.666202545E0
7.006136258E1,-1.749452472E0,9.247960091E0,2.644368172E0
7.006625904E1,-1.739881158E0,9.245567322E0,2.608475685E0
7.007117363E1,-1.689631939E0,9.257532120E0,2.560619354E0
7.007605186E1,-1.653739572E0,9.283852577E0,2.488834620E0
7.008096644E1,-1.555633783E0,9.286245346E0,2.433799744E0
7.008584467E1,-1.479063511E0,9.331708908E0,2.364407778E0
7.009074113E1,-1.364207983E0,9.348459244E0,2.318944216E0
7.009563753E1,-1.246959686E0,9.386744499E0,2.254338026E0
7.010053394E1,-1.162911773E0,9.418149948E0,2.223231316E0
7.010543034E1,-1.083948612E0,9.434899330E0,2.196910381E0
7.011033019E1,-1.000199914E0,9.470791817E0,2.172981977E0
7.011522321E1,-8.877372146E-1,9.487542152E0,2.170589209E0
7.012011962E1,-7.800601721E-1,9.518648148E0,2.184946060E0
7.012501602E1,-7.010970116E-1,9.521040916E0,2.228017092E0
7.012991243E1,-5.883352757E-1,9.535398483E0,2.256730795E0
7.013480889E1,-4.782654345E-1,9.525827408E0,2.278266191E0
7.013975451E1,-3.801597059E-1,9.501898766E0,2.306980133E0
7.014460170E1,-2.964109182E-1,9.458827972E0,2.381157637E0
7.014949810E1,-2.509472668E-1,9.408578873E0,2.407478571E0
7.015439456E1,-1.671984792E-1,9.348459244E0,2.488834620E0
7.015929097E1,-1.169492081E-1,9.288638115E0,2.560619354E0
7.016418738E1,-7.357929647E-2,9.262317657E0,2.620440006E0
7.016908378E1,-1.313061416E-1,9.168996811E0,2.666202545E0
7.017398019E1,-1.983051747E-1,9.082855225E0,2.697309256E0
7.017887665E1,-2.772683203E-1,8.994320869E0,2.723630428E0
