"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
9.881693899E1,-3.217500305E1,-2.686875153E1,1.020000076E1
9.882693899E1,-3.230625153E1,-2.645625114E1,1.018125057E1
9.883693899E1,-3.258750153E1,-2.641875076E1,1.006875038E1
9.884693899E1,-3.270000076E1,-2.598750114E1,1.020000076E1
9.885693899E1,-3.281250000E1,-2.550000191E1,1.044375038E1
9.886693899E1,-3.285000229E1,-2.525625038E1,1.059375000E1
9.887693899E1,-3.281250000E1,-2.501250076E1,1.074375057E1
9.888693899E1,-3.275625229E1,-2.467500114E1,1.087500000E1
9.889693899E1,-3.270000076E1,-2.445000076E1,1.078125000E1
9.890693899E1,-3.264375305E1,-2.443125153E1,1.091250038E1
9.891693899E1,-3.255000305E1,-2.411250114E1,1.123125076E1
9.892693899E1,-3.262500000E1,-2.396250153E1,1.155000019E1
9.893693899E1,-3.251250076E1,-2.396250153E1,1.166250038E1
9.894693899E1,-3.249375153E1,-2.385000038E1,1.181250000E1
9.895693899E1,-3.245625305E1,-2.383125114E1,1.201875019E1
9.896693899E1,-3.232500076E1,-2.388750076E1,1.239375019E1
9.897693899E1,-3.217500305E1,-2.375625038E1,1.280625057E1
9.898693899E1,-3.208125305E1,-2.371875000E1,1.291875076E1
9.899693899E1,-3.196875191E1,-2.383125114E1,1.333125019E1
9.900693899E1,-3.165000153E1,-2.379375076E1,1.370625019E1
9.901693899E1,-3.142500114E1,-2.388750076E1,1.391250038E1
9.902693899E1,-3.120000076E1,-2.379375076E1,1.460625076E1
9.903693899E1,-3.110625076E1,-2.358750153E1,1.501875019E1
9.904693899E1,-3.118125153E1,-2.349375153E1,1.515000057E1
9.905693899E1,-3.110625076E1,-2.345625114E1,1.548750019E1
9.906693899E1,-3.093750191E1,-2.325000000E1,1.576875019E1
9.907693899E1,-3.084375191E1,-2.296875000E1,1.610625076E1
9.908693899E1,-3.069375038E1,-2.293125153E1,1.614375114E1
9.909693899E1,-3.065625191E1,-2.251875114E1,1.651875114E1
9.910693899E1,-3.054375076E1,-2.231250000E1,1.663125038E1
9.911693899E1,-3.043125153E1,-2.218125153E1,1.689375114E1
9.912693899E1,-3.018750191E1,-2.190000153E1,1.732500076E1
9.913693899E1,-3.003750038E1,-2.163750076E1,1.758750153E1
9.914693899E1,-2.990625191E1,-2.139375114E1,1.801875114E1
9.915693899E1,-2.988750076E1,-2.133750153E1,1.813125038E1
9.916693899E1,-2.983125114E1,-2.083125114E1,1.852500153E1
9.917693899E1,-2.964375114E1,-2.045625114E1,1.882500076E1
9.918693899E1,-2.981250191E1,-2.041875076E1,1.901250076E1
9.919693899E1,-2.970000076E1,-2.021250153E1,1.923750114E1
9.920693899E1,-2.947500038E1,-1.993125153E1,1.959375000E1
9.921693899E1,-2.925000191E1,-1.974375153E1,1.980000114E1
9.922693899E1,-2.936250114E1,-1.942500114E1,1.995000076E1
9.923693899E1,-2.923125076E1,-1.905000114E1,2.032500076E1
9.924693899E1,-2.923125076E1,-1.899375153E1,2.062500000E1
9.925693899E1,-2.928750038E1,-1.888125038E1,2.077500153E1
9.926693899E1,-2.906250191E1,-1.850625038E1,2.105625153E1
9.927693899E1,-2.913750076E1,-1.822500038E1,2.143125153E1
9.928693899E1,-2.926875114E1,-1.798125076E1,2.146875000E1
9.929693899E1,-2.932500076E1,-1.770000076E1,2.182500076E1
9.930693899E1,-2.928750038E1,-1.741875076E1,2.216250038E1
9.931693899E1,-2.910000038E1,-1.730625153E1,2.253750038E1
9.932693899E1,-2.896875191E1,-1.726875114E1,2.266875076E1
9.933693899E1,-2.908125114E1,-1.726875114E1,2.308125114E1
9.934693899E1,-2.906250191E1,-1.713750076E1,2.375625038E1
9.935693899E1,-2.893125153E1,-1.708125114E1,2.394375038E1
9.936693899E1,-2.889375114E1,-1.715625000E1,2.420625114E1
9.937693899E1,-2.891250038E1,-1.723125076E1,2.469375038E1
9.938693899E1,-2.865000153E1,-1.717500114E1,2.486250114E1
9.939693899E1,-2.876250076E1,-1.695000076E1,2.484375191E1
9.940693899E1,-2.866875076E1,-1.683750153E1,2.516250038E1
9.941693899E1,-2.853750038E1,-1.670625114E1,2.538750076E1
9.942693899E1,-2.855625153E1,-1.659375000E1,2.499375153E1
9.943693899E1,-2.846250153E1,-1.644375038E1,2.503125191E1
9.944693899E1,-2.831250191E1,-1.616250038E1,2.523750114E1
9.945693899E1,-2.820000076E1,-1.580625057E1,2.525625038E1
9.946693899E1,-2.827500153E1,-1.599375057E1,2.540625191E1
9.947693899E1,-2.820000076E1,-1.590000057E1,2.557500076E1
9.948693899E1,-2.835000038E1,-1.582500076E1,2.555625153E1
9.949693899E1,-2.831250191E1,-1.571250057E1,2.550000191E1
9.950693899E1,-2.831250191E1,-1.563750076E1,2.555625153E1
9.951693899E1,-2.838750076E1,-1.556250095E1,2.546250153E1
9.952693899E1,-2.851875114E1,-1.567500019E1,2.533125114E1
9.953693899E1,-2.863125038E1,-1.591875076E1,2.499375153E1
9.954693899E1,-2.868750191E1,-1.586250019E1,2.488125038E1
9.955693899E1,-2.857500076E1,-1.618125153E1,2.456250191E1
9.956693899E1,-2.857500076E1,-1.644375038E1,2.445000076E1
9.957693899E1,-2.881875038E1,-1.646250153E1,2.430000114E1
9.958693899E1,-2.889375114E1,-1.663125038E1,2.413125038E1
9.959693899E1,-2.902500153E1,-1.663125038E1,2.400000000E1
9.960693899E1,-2.917500114E1,-1.685625076E1,2.386875153E1
9.961693899E1,-2.940000153E1,-1.683750153E1,2.355000114E1
9.962693899E1,-2.958750153E1,-1.710000038E1,2.358750153E1
9.963693899E1,-2.962500191E1,-1.691250038E1,2.368125153E1
9.964693899E1,-2.966250038E1,-1.670625114E1,2.332500076E1
9.965693899E1,-2.958750153E1,-1.698750114E1,2.300625038E1
9.966693899E1,-2.970000076E1,-1.696875000E1,2.278125000E1
9.967693899E1,-2.971875191E1,-1.719375038E1,2.287500000E1
9.968693899E1,-2.975625038E1,-1.710000038E1,2.253750038E1
9.969693899E1,-2.985000038E1,-1.723125076E1,2.266875076E1
9.970693899E1,-2.986875153E1,-1.721250153E1,2.268750000E1
9.971693899E1,-3.013125038E1,-1.756875038E1,2.231250000E1
9.972693899E1,-3.037500191E1,-1.756875038E1,2.246250153E1
9.973693899E1,-3.046875191E1,-1.773750114E1,2.235000038E1
9.974693899E1,-3.058125114E1,-1.807500076E1,2.210625076E1
9.975693899E1,-3.061875153E1,-1.822500038E1,2.160000038E1
9.976693899E1,-3.061875153E1,-1.845000076E1,2.145000076E1
9.977693899E1,-3.048750114E1,-1.848750114E1,2.115000153E1
9.978693899E1,-3.052500153E1,-1.873125076E1,2.081250000E1
9.979693899E1,-3.060000038E1,-1.876875114E1,2.090625000E1
9.980693899E1,-3.058125114E1,-1.905000114E1,2.068125153E1
9.981693899E1,-3.069375038E1,-1.905000114E1,2.040000153E1
9.982693899E1,-3.082500076E1,-1.893750000E1,2.040000153E1
9.983693899E1,-3.091875076E1,-1.920000076E1,2.019375038E1
9.984693899E1,-3.103125191E1,-1.955625153E1,2.002500153E1
9.985693899E1,-3.120000076E1,-1.974375153E1,1.963125038E1
9.986693899E1,-3.120000076E1,-1.989375114E1,1.944375038E1
9.987693899E1,-3.123750114E1,-2.010000038E1,1.891875076E1
9.988693899E1,-3.125625038E1,-2.036250114E1,1.837500000E1
9.989693899E1,-3.131250191E1,-2.060625076E1,1.796250153E1
9.990693899E1,-3.127500153E1,-2.105625153E1,1.758750153E1
9.991693899E1,-3.135000038E1,-2.101875114E1,1.743750000E1
9.992693899E1,-3.140625191E1,-2.086875153E1,1.723125076E1
9.993693899E1,-3.142500114E1,-2.124375153E1,1.706250000E1
9.994693899E1,-3.178125191E1,-2.141250038E1,1.666875076E1
9.995693899E1,-3.196875191E1,-2.154375076E1,1.635000038E1
9.996693899E1,-3.213750076E1,-2.160000038E1,1.618125153E1
9.997693899E1,-3.221250153E1,-2.160000038E1,1.599375057E1
9.998693899E1,-3.228750229E1,-2.173125076E1,1.582500076E1
9.999693899E1,-3.217500305E1,-2.197500038E1,1.545000076E1
1.000069390E2,-3.238125229E1,-2.227500153E1,1.501875019E1
1.000169390E2,-3.240000153E1,-2.231250000E1,1.468125057E1
1.000269390E2,-3.230625153E1,-2.261250114E1,1.440000057E1
1.000369390E2,-3.230625153E1,-2.270625114E1,1.426875019E1
1.000469390E2,-3.234375000E1,-2.280000114E1,1.423125076E1
1.000569390E2,-3.226875305E1,-2.296875000E1,1.406250095E1
1.000669390E2,-3.225000000E1,-2.298750114E1,1.374375057E1
1.000769390E2,-3.243750000E1,-2.302500153E1,1.376250076E1
1.000869390E2,-3.241875076E1,-2.300625038E1,1.385625076E1
1.000969390E2,-3.258750153E1,-2.302500153E1,1.391250038E1
1.001069390E2,-3.270000076E1,-2.293125153E1,1.389375019E1
1.001169390E2,-3.273750305E1,-2.281875038E1,1.368750095E1
1.001269390E2,-3.264375305E1,-2.280000114E1,1.351875019E1
1.001369390E2,-3.270000076E1,-2.268750000E1,1.366875076E1
1.001469390E2,-3.258750153E1,-2.255625153E1,1.408125019E1
1.001569390E2,-3.253125000E1,-2.250000000E1,1.441875076E1
1.001669390E2,-3.234375000E1,-2.240625000E1,1.488750076E1
1.001769390E2,-3.223125076E1,-2.240625000E1,1.528125095E1
1.001869390E2,-3.210000229E1,-2.233125114E1,1.563750076E1
1.001969390E2,-3.208125305E1,-2.229375076E1,1.625625038E1
1.002069390E2,-3.208125305E1,-2.225625038E1,1.676250076E1
1.002169390E2,-3.180000114E1,-2.238750076E1,1.740000153E1
1.002269390E2,-3.172500038E1,-2.235000038E1,1.790625000E1
1.002369390E2,-3.159375191E1,-2.223750114E1,1.809375000E1
1.002469390E2,-3.153750038E1,-2.214375114E1,1.841250038E1
1.002569390E2,-3.135000038E1,-2.178750038E1,1.890000153E1
1.002669390E2,-3.121875191E1,-2.154375076E1,1.935000038E1
1.002769390E2,-3.093750191E1,-2.165625000E1,1.955625153E1
1.002869390E2,-3.069375038E1,-2.156250000E1,1.996875000E1
1.002969390E2,-3.078750038E1,-2.141250038E1,1.993125153E1
1.003069390E2,-3.061875153E1,-2.113125038E1,1.998750114E1
1.003169390E2,-3.056250191E1,-2.092500114E1,2.030625153E1
1.003269390E2,-3.035625076E1,-2.073750114E1,2.068125153E1
1.003369390E2,-3.005625153E1,-2.055000114E1,2.100000000E1
1.003469390E2,-2.985000038E1,-2.032500076E1,2.148750114E1
1.003569390E2,-2.986875153E1,-1.978125000E1,2.193750000E1
1.003669390E2,-2.966250038E1,-1.948125076E1,2.227500153E1
1.003769390E2,-2.960625076E1,-1.897500038E1,2.287500000E1
1.003869390E2,-2.955000114E1,-1.856250000E1,2.323125076E1
1.003969390E2,-2.947500038E1,-1.820625114E1,2.358750153E1
1.004069390E2,-2.970000076E1,-1.766250038E1,2.341875076E1
1.004169390E2,-3.005625153E1,-1.736250114E1,2.353125000E1
1.004269390E2,-3.015000153E1,-1.708125114E1,2.358750153E1
1.004369390E2,-3.009375191E1,-1.683750153E1,2.371875000E1
1.004469390E2,-3.041250038E1,-1.650000000E1,2.390625000E1
1.004569390E2,-3.018750191E1,-1.627500153E1,2.416875076E1
1.004669390E2,-3.020625114E1,-1.610625076E1,2.454375076E1
1.004769390E2,-2.998125076E1,-1.586250019E1,2.478750038E1
1.004869390E2,-2.956875038E1,-1.578750038E1,2.523750114E1
1.004969390E2,-2.928750038E1,-1.569375038E1,2.542500114E1
1.005069390E2,-2.928750038E1,-1.560000038E1,2.550000191E1
1.005169390E2,-2.919375038E1,-1.560000038E1,2.563125038E1
1.005269390E2,-2.895000076E1,-1.550625038E1,2.570625114E1
1.005369390E2,-2.902500153E1,-1.539375019E1,2.570625114E1
1.005469390E2,-2.923125076E1,-1.528125095E1,2.553750038E1
1.005569390E2,-2.941875076E1,-1.520625019E1,2.566875076E1
1.005669390E2,-2.960625076E1,-1.488750076E1,2.559375191E1
1.005769390E2,-2.975625038E1,-1.466250038E1,2.574375153E1
1.005869390E2,-2.975625038E1,-1.440000057E1,2.598750114E1
1.005969390E2,-2.986875153E1,-1.391250038E1,2.634375191E1
1.006069390E2,-3.000000191E1,-1.361250019E1,2.630625153E1
1.006169390E2,-3.007500076E1,-1.368750095E1,2.626875114E1
1.006269390E2,-3.020625114E1,-1.359375095E1,2.626875114E1
1.006369390E2,-3.037500191E1,-1.368750095E1,2.613750076E1
1.006469390E2,-3.063750076E1,-1.387500095E1,2.628750038E1
1.006569390E2,-3.060000038E1,-1.391250038E1,2.596875191E1
1.006669390E2,-3.071250153E1,-1.404375076E1,2.576250076E1
1.006769390E2,-3.093750191E1,-1.432500076E1,2.538750076E1
1.006869390E2,-3.097500038E1,-1.464375019E1,2.520000076E1
1.006969390E2,-3.114375114E1,-1.449375057E1,2.490000153E1
1.007069390E2,-3.097500038E1,-1.456875038E1,2.478750038E1
1.007169390E2,-3.097500038E1,-1.466250038E1,2.469375038E1
1.007269390E2,-3.097500038E1,-1.466250038E1,2.446875191E1
1.007369390E2,-3.110625076E1,-1.483125019E1,2.446875191E1
1.007469390E2,-3.103125191E1,-1.492500019E1,2.437500191E1
1.007569390E2,-3.093750191E1,-1.500000095E1,2.441250038E1
1.007669390E2,-3.110625076E1,-1.515000057E1,2.446875191E1
1.007769390E2,-3.112500191E1,-1.509375095E1,2.454375076E1
1.007869390E2,-3.123750114E1,-1.526250076E1,2.431875038E1
1.007969390E2,-3.150000191E1,-1.531875038E1,2.420625114E1
1.008069390E2,-3.140625191E1,-1.546875095E1,2.390625000E1
1.008169390E2,-3.150000191E1,-1.552500057E1,2.373750114E1
1.008269390E2,-3.168750191E1,-1.575000095E1,2.340000153E1
1.008369390E2,-3.170625114E1,-1.588125038E1,2.304375076E1
1.008469390E2,-3.185625076E1,-1.590000057E1,2.276250076E1
1.008569390E2,-3.211875153E1,-1.627500153E1,2.235000038E1
1.008669390E2,-3.217500305E1,-1.646250153E1,2.220000076E1
1.008769390E2,-3.195000076E1,-1.648125076E1,2.205000114E1
1.008869390E2,-3.206250000E1,-1.651875114E1,2.178750038E1
1.008969390E2,-3.226875305E1,-1.650000000E1,2.137500000E1
1.009069390E2,-3.236250305E1,-1.651875114E1,2.107500076E1
1.009169390E2,-3.255000305E1,-1.651875114E1,2.094375038E1
1.009269390E2,-3.249375153E1,-1.672500038E1,2.060625076E1
1.009369390E2,-3.251250076E1,-1.681875038E1,2.053125000E1
1.009469390E2,-3.255000305E1,-1.663125038E1,2.038125038E1
1.009569390E2,-3.260625076E1,-1.670625114E1,1.996875000E1
1.009669390E2,-3.270000076E1,-1.691250038E1,1.983750153E1
1.009769390E2,-3.258750153E1,-1.726875114E1,1.965000153E1
1.009869390E2,-3.249375153E1,-1.755000114E1,1.951875114E1
1.009969390E2,-3.251250076E1,-1.792500114E1,1.903125000E1
1.010069390E2,-3.241875076E1,-1.801875114E1,1.886250114E1
1.010169390E2,-3.243750000E1,-1.816875076E1,1.831875038E1
1.010269390E2,-3.245625305E1,-1.873125076E1,1.794375038E1
1.010369390E2,-3.281250000E1,-1.901250076E1,1.758750153E1
1.010469390E2,-3.294375229E1,-1.927500153E1,1.719375038E1
1.010569390E2,-3.305625153E1,-1.938750076E1,1.687500000E1
1.010669390E2,-3.324375153E1,-1.946250153E1,1.668750000E1
1.010769390E2,-3.333750153E1,-1.966875076E1,1.642500114E1
1.010869390E2,-3.375000000E1,-2.013750076E1,1.595625019E1
1.010969390E2,-3.367500305E1,-2.017500114E1,1.580625057E1
1.011069390E2,-3.386250305E1,-2.006250000E1,1.558125019E1
1.011169390E2,-3.382500076E1,-2.019375038E1,1.524375057E1
1.011269390E2,-3.393750000E1,-2.053125000E1,1.501875019E1
1.011369390E2,-3.418125153E1,-2.079375076E1,1.458750057E1
1.011469390E2,-3.431250000E1,-2.086875153E1,1.421250057E1
1.011569390E2,-3.446250153E1,-2.092500114E1,1.410000038E1
1.011669390E2,-3.446250153E1,-2.085000038E1,1.381875038E1
1.011769390E2,-3.463125229E1,-2.115000153E1,1.344375038E1
1.011869390E2,-3.474375153E1,-2.135625076E1,1.308750057E1
1.011969390E2,-3.459375000E1,-2.137500000E1,1.297500038E1
1.012069390E2,-3.451875305E1,-2.137500000E1,1.284375095E1
1.012169390E2,-3.421875000E1,-2.146875000E1,1.297500038E1
1.012269390E2,-3.418125153E1,-2.135625076E1,1.320000076E1
1.012369390E2,-3.412500000E1,-2.101875114E1,1.329375076E1
1.012469390E2,-3.401250076E1,-2.068125153E1,1.351875019E1
1.012569390E2,-3.391875076E1,-2.060625076E1,1.370625019E1
1.012669390E2,-3.380625153E1,-2.032500076E1,1.393125057E1
1.012769390E2,-3.375000000E1,-2.036250114E1,1.417500019E1
1.012869390E2,-3.371250153E1,-1.996875000E1,1.441875076E1
1.012969390E2,-3.384375000E1,-1.978125000E1,1.464375019E1
1.013069390E2,-3.391875076E1,-1.991250038E1,1.477500057E1
1.013169390E2,-3.378750229E1,-2.010000038E1,1.492500019E1
1.013269390E2,-3.361875153E1,-2.011875153E1,1.533750057E1
1.013369390E2,-3.361875153E1,-2.010000038E1,1.590000057E1
1.013469390E2,-3.343125153E1,-2.032500076E1,1.627500153E1
1.013569390E2,-3.346875000E1,-2.006250000E1,1.655625153E1
1.013669390E2,-3.328125000E1,-1.996875000E1,1.681875038E1
1.013769390E2,-3.307500076E1,-1.970625114E1,1.726875114E1
1.013869390E2,-3.283125305E1,-1.935000038E1,1.766250038E1
1.013969390E2,-3.292500305E1,-1.908750153E1,1.822500038E1
1.014069390E2,-3.285000229E1,-1.882500076E1,1.843125153E1
1.014169390E2,-3.277500153E1,-1.837500000E1,1.863750076E1
1.014269390E2,-3.268125153E1,-1.788750076E1,1.912500000E1
1.014369390E2,-3.256875229E1,-1.753125000E1,1.933125114E1
1.014469390E2,-3.273750305E1,-1.758750153E1,1.972500038E1
1.014569390E2,-3.264375305E1,-1.740000153E1,1.991250038E1
1.014669390E2,-3.247500229E1,-1.711875153E1,2.011875153E1
1.014769390E2,-3.217500305E1,-1.691250038E1,2.010000038E1
1.014869390E2,-3.206250000E1,-1.685625076E1,2.041875076E1
1.014969390E2,-3.189375114E1,-1.670625114E1,2.066250038E1
1.015069390E2,-3.198750114E1,-1.642500114E1,2.086875153E1
1.015169390E2,-3.191250038E1,-1.633125114E1,2.137500000E1
1.015269390E2,-3.178125191E1,-1.582500076E1,2.160000038E1
1.015369390E2,-3.166875076E1,-1.563750076E1,2.180625153E1
1.015469390E2,-3.151875114E1,-1.543125057E1,2.244375038E1
1.015569390E2,-3.151875114E1,-1.518750095E1,2.308125114E1
1.015669390E2,-3.153750038E1,-1.486875057E1,2.341875076E1
1.015769390E2,-3.153750038E1,-1.468125057E1,2.383125114E1
1.015869390E2,-3.150000191E1,-1.441875076E1,2.407500076E1
1.015969390E2,-3.153750038E1,-1.423125076E1,2.433750153E1
1.016069390E2,-3.140625191E1,-1.393125057E1,2.435625076E1
1.016169390E2,-3.135000038E1,-1.346250057E1,2.486250114E1
1.016269390E2,-3.140625191E1,-1.335000038E1,2.484375191E1
1.016369390E2,-3.138750076E1,-1.293750095E1,2.478750038E1
1.016469390E2,-3.146250153E1,-1.246875095E1,2.473125076E1
1.016569390E2,-3.144375038E1,-1.213125038E1,2.482500076E1
1.016669390E2,-3.157500076E1,-1.213125038E1,2.473125076E1
1.016769390E2,-3.170625114E1,-1.185000038E1,2.480625153E1
1.016869390E2,-3.159375191E1,-1.166250038E1,2.514375114E1
1.016969390E2,-3.165000153E1,-1.164375019E1,2.506875038E1
1.017069390E2,-3.181875038E1,-1.138125038E1,2.512500191E1
1.017169390E2,-3.198750114E1,-1.123125076E1,2.514375114E1
1.017269390E2,-3.195000076E1,-1.113750076E1,2.540625191E1
1.017369390E2,-3.202500153E1,-1.093125057E1,2.540625191E1
1.017469390E2,-3.206250000E1,-1.074375057E1,2.536875153E1
1.017569390E2,-3.202500153E1,-1.053750038E1,2.529375076E1
1.017669390E2,-3.243750000E1,-1.055625057E1,2.512500191E1
1.017769390E2,-3.277500153E1,-1.059375000E1,2.493750191E1
1.017869390E2,-3.292500305E1,-1.053750038E1,2.476875114E1
1.017969390E2,-3.296250153E1,-1.068750000E1,2.460000038E1
1.018069390E2,-3.296250153E1,-1.089375019E1,2.430000114E1
1.018169390E2,-3.303750229E1,-1.111875057E1,2.400000000E1
1.018269390E2,-3.277500153E1,-1.115625000E1,2.401875114E1
1.018369390E2,-3.294375229E1,-1.138125038E1,2.375625038E1
1.018469390E2,-3.313125229E1,-1.153125000E1,2.366250038E1
1.018569390E2,-3.328125000E1,-1.158750057E1,2.370000076E1
1.018669390E2,-3.318750000E1,-1.170000076E1,2.345625114E1
1.018769390E2,-3.331875229E1,-1.186875057E1,2.330625153E1
1.018869390E2,-3.348750305E1,-1.177500057E1,2.328750038E1
1.018969390E2,-3.365625000E1,-1.185000038E1,2.336250114E1
1.019069390E2,-3.365625000E1,-1.231875038E1,2.338125038E1
1.019169390E2,-3.361875153E1,-1.243125057E1,2.341875076E1
1.019269390E2,-3.333750153E1,-1.256250095E1,2.338125038E1
1.019369390E2,-3.333750153E1,-1.263750076E1,2.311875153E1
1.019469390E2,-3.333750153E1,-1.297500038E1,2.291250038E1
1.019569390E2,-3.337500000E1,-1.303125095E1,2.295000076E1
1.019669390E2,-3.350625229E1,-1.335000038E1,2.255625153E1
1.019769390E2,-3.320625305E1,-1.338750076E1,2.225625038E1
1.019869390E2,-3.330000305E1,-1.318125057E1,2.190000153E1
1.019969390E2,-3.331875229E1,-1.346250057E1,2.163750076E1
1.020069390E2,-3.333750153E1,-1.365000057E1,2.122500038E1
1.020169390E2,-3.315000153E1,-1.387500095E1,2.100000000E1
1.020269390E2,-3.324375153E1,-1.385625076E1,2.098125076E1
1.020369390E2,-3.324375153E1,-1.413750076E1,2.068125153E1
1.020469390E2,-3.303750229E1,-1.426875019E1,2.045625114E1
1.020569390E2,-3.330000305E1,-1.441875076E1,2.053125000E1
1.020669390E2,-3.354375076E1,-1.447500038E1,2.058750153E1
1.020769390E2,-3.369375229E1,-1.455000019E1,2.053125000E1
1.020869390E2,-3.395625305E1,-1.464375019E1,2.019375038E1
1.020969390E2,-3.412500000E1,-1.466250038E1,1.991250038E1
1.021069390E2,-3.414375305E1,-1.500000095E1,1.938750076E1
1.021169390E2,-3.403125000E1,-1.507500076E1,1.912500000E1
1.021269390E2,-3.416250229E1,-1.531875038E1,1.890000153E1
1.021369390E2,-3.429375076E1,-1.567500019E1,1.835625076E1
1.021469390E2,-3.425625229E1,-1.578750038E1,1.775625038E1
1.021569390E2,-3.425625229E1,-1.599375057E1,1.721250153E1
1.021669390E2,-3.403125000E1,-1.612500000E1,1.708125114E1
1.021769390E2,-3.410625076E1,-1.650000000E1,1.695000076E1
1.021869390E2,-3.384375000E1,-1.691250038E1,1.644375038E1
1.021969390E2,-3.393750000E1,-1.713750076E1,1.599375057E1
1.022069390E2,-3.406875229E1,-1.738125038E1,1.582500076E1
1.022169390E2,-3.391875076E1,-1.749375153E1,1.545000076E1
1.022269390E2,-3.384375000E1,-1.788750076E1,1.526250076E1
1.022369390E2,-3.397500229E1,-1.805625153E1,1.511250019E1
1.022469390E2,-3.425625229E1,-1.826250076E1,1.481250095E1
1.022569390E2,-3.425625229E1,-1.822500038E1,1.455000019E1
1.022669390E2,-3.429375076E1,-1.826250076E1,1.464375019E1
1.022769390E2,-3.440625000E1,-1.848750114E1,1.441875076E1
1.022869390E2,-3.440625000E1,-1.858125114E1,1.432500076E1
1.022969390E2,-3.466875076E1,-1.876875114E1,1.430625057E1
1.023069390E2,-3.493125153E1,-1.901250076E1,1.411875057E1
1.023169390E2,-3.496875000E1,-1.920000076E1,1.398750019E1
1.023269390E2,-3.493125153E1,-1.933125114E1,1.383750057E1
1.023369390E2,-3.510000229E1,-1.961250114E1,1.363125038E1
1.023469390E2,-3.517500305E1,-1.980000114E1,1.323750019E1
1.023569390E2,-3.513750076E1,-1.993125153E1,1.297500038E1
1.023669390E2,-3.536250305E1,-2.010000038E1,1.256250095E1
1.023769390E2,-3.536250305E1,-2.000625038E1,1.209375095E1
1.023869390E2,-3.526875305E1,-1.974375153E1,1.173750019E1
1.023969390E2,-3.513750076E1,-1.963125038E1,1.138125038E1
1.024069390E2,-3.519375229E1,-1.972500038E1,1.134375000E1
1.024169390E2,-3.513750076E1,-1.944375038E1,1.132500076E1
1.024269390E2,-3.511875153E1,-1.942500114E1,1.125000000E1
1.024369390E2,-3.502500153E1,-1.903125000E1,1.168125057E1
1.024469390E2,-3.491250229E1,-1.873125076E1,1.205625057E1
1.024569390E2,-3.481875229E1,-1.861875153E1,1.254375076E1
1.024669390E2,-3.481875229E1,-1.876875114E1,1.280625057E1
1.024769390E2,-3.506250000E1,-1.850625038E1,1.348125076E1
1.024869390E2,-3.491250229E1,-1.816875076E1,1.389375019E1
1.024969390E2,-3.478125000E1,-1.820625114E1,1.426875019E1
1.025069390E2,-3.478125000E1,-1.800000000E1,1.453125095E1
1.025169390E2,-3.470625305E1,-1.813125038E1,1.473750019E1
1.025269390E2,-3.466875076E1,-1.801875114E1,1.507500076E1
1.025369390E2,-3.444375229E1,-1.788750076E1,1.537500095E1
1.025469390E2,-3.453750229E1,-1.777500153E1,1.590000057E1
1.025569390E2,-3.412500000E1,-1.755000114E1,1.620000076E1
1.025669390E2,-3.425625229E1,-1.764375114E1,1.642500114E1
1.025769390E2,-3.425625229E1,-1.743750000E1,1.681875038E1
1.025869390E2,-3.414375305E1,-1.721250153E1,1.740000153E1
1.025969390E2,-3.416250229E1,-1.687500000E1,1.779375076E1
1.026069390E2,-3.390000153E1,-1.687500000E1,1.828125000E1
1.026169390E2,-3.391875076E1,-1.695000076E1,1.878750038E1
1.026269390E2,-3.358125305E1,-1.640625000E1,1.916250038E1
1.026369390E2,-3.350625229E1,-1.620000076E1,1.936875153E1
1.026469390E2,-3.326250076E1,-1.599375057E1,1.950000000E1
1.026569390E2,-3.286875153E1,-1.573125076E1,1.987500000E1
1.026669390E2,-3.275625229E1,-1.548750019E1,2.002500153E1
1.026769390E2,-3.273750305E1,-1.515000057E1,2.030625153E1
1.026869390E2,-3.271875000E1,-1.462500095E1,2.053125000E1
1.026969390E2,-3.283125305E1,-1.400625038E1,2.071875000E1
1.027069390E2,-3.277500153E1,-1.398750019E1,2.100000000E1
1.027169390E2,-3.286875153E1,-1.396875095E1,2.131875038E1
1.027269390E2,-3.285000229E1,-1.365000057E1,2.169375038E1
1.027369390E2,-3.305625153E1,-1.346250057E1,2.188125038E1
1.027469390E2,-3.286875153E1,-1.338750076E1,2.225625038E1
1.027569390E2,-3.283125305E1,-1.305000019E1,2.266875076E1
1.027669390E2,-3.288750076E1,-1.286250019E1,2.293125153E1
1.027769390E2,-3.264375305E1,-1.275000095E1,2.336250114E1
1.027869390E2,-3.268125153E1,-1.265625095E1,2.358750153E1
1.027969390E2,-3.243750000E1,-1.233750057E1,2.368125153E1
1.028069390E2,-3.236250305E1,-1.224375057E1,2.364375114E1
1.028169390E2,-3.245625305E1,-1.218750095E1,2.379375076E1
1.028269390E2,-3.249375153E1,-1.196250057E1,2.407500076E1
1.028369390E2,-3.240000153E1,-1.201875019E1,2.405625153E1
1.028469390E2,-3.228750229E1,-1.203750038E1,2.418750191E1
1.028569390E2,-3.219375229E1,-1.215000057E1,2.411250114E1
1.028669390E2,-3.217500305E1,-1.203750038E1,2.413125038E1
1.028769390E2,-3.225000000E1,-1.213125038E1,2.426250076E1
1.028869390E2,-3.204375076E1,-1.207500076E1,2.454375076E1
1.028969390E2,-3.170625114E1,-1.173750019E1,2.446875191E1
1.029069390E2,-3.150000191E1,-1.164375019E1,2.437500191E1
